CategoryCode,ItemCode,Week,id,WeeklySales
category_1,839374,w1,1,30
category_1,1032550,w1,1,74
category_3,88450,w1,1,65
category_2,1098502,w1,1,3
category_3,397213,w1,1,10
category_2,99079,w1,1,9
category_2,838456,w1,1,5
category_2,41830,w1,1,3
category_2,130993,w1,1,7
category_1,1032586,w1,1,9
category_1,35584,w1,1,1
category_2,1076929,w1,1,2
category_4,1060909,w1,1,13
category_1,48940,w1,1,2
category_4,1003183,w1,1,6
category_1,1085749,w1,1,2
category_1,1081321,w1,1,7
category_1,1058713,w1,1,36
category_2,1092184,w1,1,7
category_2,262384,w1,1,3
category_1,416212,w1,1,5
category_4,753613,w1,1,5
category_2,1071115,w1,1,7
category_2,999403,w1,1,2
category_2,57058,w1,1,5
category_2,1006099,w1,1,4
category_2,111436,w1,1,3
category_1,1090114,w1,1,2
category_1,35530,w1,1,2
category_2,1006108,w1,1,2
category_1,1090105,w1,1,2
category_1,1015621,w1,1,2
category_2,1010068,w1,1,7
category_1,124774,w1,1,3
category_2,173617,w1,1,7
category_2,913561,w1,1,3
category_1,1021264,w1,1,4
category_1,1044610,w1,1,2
category_2,267478,w1,1,11
category_2,64978,w1,1,2
category_2,906595,w1,1,2
category_2,1101571,w1,1,2
category_3,1013335,w1,1,6
category_2,9925,w1,1,1
category_4,1024810,w2,2,59
category_2,59749,w2,2,44
category_1,370195,w2,2,35
category_2,1064473,w2,2,39
category_1,1081321,w2,2,27
category_4,245581,w2,2,66
category_4,123307,w2,2,569
category_2,267478,w2,2,44
category_2,87559,w2,2,30
category_2,211309,w2,2,12
category_1,3427,w2,2,40
category_2,110320,w2,2,37
category_3,132334,w2,2,14
category_2,1044502,w2,2,30
category_2,43630,w2,2,31
category_2,50785,w2,2,18
category_1,1044619,w2,2,52
category_1,145978,w2,2,35
category_1,86992,w2,2,43
category_1,1090303,w2,2,6
category_1,1032541,w2,2,60
category_1,1068883,w2,2,3
category_2,1071106,w2,2,22
category_1,755584,w2,2,31
category_1,76399,w2,2,11
category_2,836125,w2,2,42
category_2,838456,w2,2,11
category_4,1003147,w2,2,54
category_1,1032550,w2,2,16
category_2,1101571,w2,2,7
category_2,20824,w2,2,144
category_1,119554,w2,2,108
category_1,1050046,w2,2,9
category_2,837943,w2,2,85
category_1,371104,w2,2,6
category_2,132028,w2,2,133
category_1,1061341,w2,2,62
category_1,1084498,w2,2,25
category_2,30877,w2,2,70
category_2,745945,w2,2,15
category_3,37861,w2,2,168
category_1,1081339,w2,2,20
category_4,753613,w2,2,32
category_2,40759,w2,2,59
category_2,1067092,w2,2,135
category_2,1010068,w2,2,20
category_2,1090240,w2,2,23
category_2,1098502,w2,2,8
category_4,1003183,w2,2,18
category_1,1032559,w2,2,17
category_2,1006099,w2,2,3
category_2,32245,w2,2,41
category_3,1090024,w2,2,22
category_2,174436,w2,2,64
category_1,1061638,w2,2,90
category_2,1071124,w2,2,10
category_1,1032532,w2,2,53
category_2,913561,w2,2,11
category_1,1054978,w2,2,60
category_4,731104,w2,2,25
category_2,99079,w2,2,20
category_1,24136,w2,2,25
category_2,130993,w2,2,19
category_2,9925,w2,2,9
category_2,1070836,w2,2,30
category_1,1047967,w2,2,106
category_2,1006090,w2,2,6
category_1,1058713,w2,2,30
category_1,1056463,w2,2,21
category_2,1101553,w2,2,11
category_4,1060909,w2,2,110
category_3,1081060,w2,2,83
category_2,1067074,w2,2,38
category_1,3418,w2,2,42
category_1,379249,w2,2,26
category_2,877624,w2,2,47
category_2,65788,w2,2,46
category_4,872260,w2,2,17
category_1,17296,w2,2,274
category_3,169504,w2,2,780
category_2,39436,w2,2,161
category_1,142756,w2,2,43
category_2,57058,w2,2,11
category_2,117610,w2,2,11
category_3,1060630,w2,2,49
category_2,248272,w2,2,17
category_2,836152,w2,2,22
category_1,1067119,w2,2,27
category_1,1044691,w2,2,13
category_3,1066570,w2,2,120
category_2,210868,w2,2,11
category_2,1101769,w2,2,3
category_4,1074823,w2,2,227
category_2,262384,w2,2,9
category_1,1044682,w2,2,45
category_2,64978,w2,2,8
category_2,1098493,w2,2,7
category_2,138742,w2,2,36
category_2,1090258,w2,2,6
category_2,86974,w2,2,20
category_1,1049776,w2,2,15
category_2,999403,w2,2,5
category_3,131983,w2,2,44
category_2,903976,w2,2,7
category_1,42496,w2,2,11
category_1,35584,w2,2,6
category_2,1006108,w2,2,10
category_2,1006009,w2,2,22
category_1,1015621,w2,2,5
category_2,41830,w2,2,17
category_1,1021264,w2,2,9
category_2,75886,w2,2,12
category_2,225259,w2,2,17
category_1,36898,w2,2,55
category_1,1067128,w2,2,11
category_4,836584,w2,2,70
category_3,88450,w2,2,91
category_2,173617,w2,2,21
category_4,1003156,w2,2,65
category_1,1090294,w2,2,11
category_2,1101562,w2,2,9
category_2,815101,w2,2,26
category_1,43738,w2,2,11
category_1,17287,w2,2,16
category_3,1013335,w2,2,10
category_1,1077118,w2,2,10
category_3,7666,w2,2,119
category_1,124774,w2,2,26
category_2,399220,w2,2,23
category_2,172582,w2,2,18
category_3,1081069,w2,2,14
category_2,1090276,w2,2,24
category_3,16936,w2,2,25
category_2,124954,w2,2,9
category_2,1090249,w2,2,9
category_2,172033,w2,2,44
category_2,118033,w2,2,7
category_1,839374,w2,2,13
category_2,23569,w2,2,13
category_3,1047130,w2,2,41
category_2,858886,w2,2,10
category_1,38518,w2,2,25
category_1,145330,w2,2,11
category_1,839356,w2,2,21
category_2,87046,w2,2,6
category_1,416212,w2,2,4
category_1,1044610,w2,2,6
category_2,687616,w2,2,15
category_1,1090105,w2,2,5
category_2,1092184,w2,2,15
category_2,213802,w2,2,11
category_3,1063600,w2,2,10
category_3,1081078,w2,2,11
category_1,1090114,w2,2,5
category_1,1032586,w2,2,21
category_2,111382,w2,2,24
category_1,42424,w2,2,24
category_2,1076938,w2,2,8
category_2,1076920,w2,2,19
category_2,1026871,w2,2,13
category_4,1003192,w2,2,14
category_1,43657,w2,2,12
category_2,216151,w2,2,12
category_2,1071115,w2,2,11
category_2,865933,w2,2,40
category_2,1070818,w2,2,8
category_1,35530,w2,2,21
category_2,111436,w2,2,6
category_1,1085749,w2,2,2
category_3,1064572,w2,2,7
category_3,1101661,w2,2,22
category_1,59047,w2,2,5
category_1,48940,w2,2,10
category_1,371239,w2,2,10
category_2,1076929,w2,2,4
category_1,37510,w2,2,12
category_1,1030948,w2,2,2
category_1,1032568,w2,2,10
category_3,397213,w2,2,6
category_1,35449,w2,2,1
category_4,1082743,w2,2,6
category_1,1048975,w2,2,4
category_2,906586,w2,2,1
category_4,23200,w2,2,7
category_3,1097143,w2,2,30
category_1,1075651,w2,2,5
category_2,906595,w2,2,5
category_3,1081087,w2,2,11
category_1,371239,w3,3,8
category_3,88450,w3,3,139
category_4,1024810,w3,3,49
category_2,40759,w3,3,46
category_3,1101661,w3,3,26
category_2,1010068,w3,3,12
category_3,37861,w3,3,89
category_1,839356,w3,3,30
category_2,267478,w3,3,23
category_3,1063600,w3,3,14
category_2,65788,w3,3,54
category_4,1003183,w3,3,20
category_2,64978,w3,3,3
category_2,1044502,w3,3,13
category_3,1060630,w3,3,38
category_2,865933,w3,3,36
category_2,1076929,w3,3,7
category_2,1026871,w3,3,17
category_2,99079,w3,3,13
category_2,211309,w3,3,24
category_2,213802,w3,3,14
category_2,110320,w3,3,36
category_4,245581,w3,3,89
category_1,1090294,w3,3,8
category_1,416212,w3,3,3
category_1,1084498,w3,3,33
category_2,32245,w3,3,24
category_1,36898,w3,3,40
category_1,1054978,w3,3,77
category_3,131983,w3,3,40
category_4,123307,w3,3,493
category_2,1064473,w3,3,37
category_1,145978,w3,3,32
category_3,7666,w3,3,196
category_1,1030948,w3,3,7
category_2,837943,w3,3,50
category_2,132028,w3,3,132
category_1,35530,w3,3,24
category_2,1098502,w3,3,7
category_4,753613,w3,3,11
category_1,3418,w3,3,41
category_3,1013335,w3,3,12
category_1,1067119,w3,3,27
category_1,1049776,w3,3,10
category_4,1003156,w3,3,39
category_1,1044610,w3,3,13
category_2,1067092,w3,3,63
category_3,1081069,w3,3,26
category_1,3427,w3,3,20
category_1,1061341,w3,3,44
category_2,172582,w3,3,17
category_1,1056463,w3,3,25
category_1,1061638,w3,3,71
category_1,119554,w3,3,120
category_2,913561,w3,3,8
category_2,1071115,w3,3,20
category_1,1081321,w3,3,26
category_2,815101,w3,3,21
category_4,836584,w3,3,143
category_1,755584,w3,3,13
category_2,1090240,w3,3,29
category_3,1090024,w3,3,13
category_2,1090258,w3,3,6
category_2,124954,w3,3,13
category_3,1097143,w3,3,30
category_2,138742,w3,3,21
category_1,86992,w3,3,31
category_1,38518,w3,3,13
category_2,30877,w3,3,41
category_1,1021264,w3,3,13
category_3,1047130,w3,3,28
category_1,43738,w3,3,13
category_2,1092184,w3,3,16
category_2,20824,w3,3,123
category_2,1101562,w3,3,8
category_1,17296,w3,3,438
category_2,1006099,w3,3,3
category_1,370195,w3,3,26
category_2,43630,w3,3,20
category_1,1032541,w3,3,44
category_1,1044682,w3,3,42
category_1,1032532,w3,3,54
category_2,1101553,w3,3,10
category_2,836125,w3,3,19
category_1,1047967,w3,3,118
category_1,43657,w3,3,4
category_2,39436,w3,3,93
category_2,1076938,w3,3,4
category_1,379249,w3,3,35
category_2,877624,w3,3,16
category_2,172033,w3,3,20
category_2,838456,w3,3,13
category_3,16936,w3,3,40
category_2,1076920,w3,3,9
category_1,17287,w3,3,6
category_4,1003147,w3,3,43
category_1,124774,w3,3,25
category_1,1058713,w3,3,27
category_1,1048975,w3,3,5
category_2,216151,w3,3,20
category_4,1082743,w3,3,12
category_2,1070836,w3,3,25
category_1,839374,w3,3,25
category_4,731104,w3,3,14
category_2,1067074,w3,3,27
category_2,41830,w3,3,15
category_2,687616,w3,3,10
category_1,42424,w3,3,33
category_2,1006009,w3,3,23
category_3,132334,w3,3,20
category_2,130993,w3,3,7
category_2,906595,w3,3,11
category_2,59749,w3,3,37
category_2,111382,w3,3,21
category_3,169504,w3,3,511
category_1,1067128,w3,3,8
category_2,117610,w3,3,11
category_2,174436,w3,3,60
category_1,1090303,w3,3,10
category_4,1074823,w3,3,365
category_2,173617,w3,3,24
category_1,24136,w3,3,45
category_3,1081060,w3,3,62
category_2,906586,w3,3,6
category_4,872260,w3,3,11
category_1,37510,w3,3,6
category_3,1066570,w3,3,92
category_2,399220,w3,3,17
category_2,1090276,w3,3,15
category_1,1085749,w3,3,8
category_3,1081078,w3,3,6
category_1,1090105,w3,3,8
category_1,59047,w3,3,4
category_2,50785,w3,3,5
category_2,1070818,w3,3,4
category_1,1044619,w3,3,52
category_2,9925,w3,3,11
category_1,1068883,w3,3,3
category_2,1101571,w3,3,18
category_2,1098493,w3,3,6
category_1,142756,w3,3,31
category_4,1003192,w3,3,22
category_1,1077118,w3,3,7
category_2,1071124,w3,3,7
category_2,118033,w3,3,12
category_1,76399,w3,3,12
category_2,225259,w3,3,11
category_3,893824,w3,3,24
category_3,1081087,w3,3,14
category_2,1006090,w3,3,14
category_2,1071106,w3,3,22
category_3,1064572,w3,3,6
category_1,1044691,w3,3,16
category_1,42496,w3,3,22
category_2,75886,w3,3,8
category_1,48940,w3,3,16
category_2,86974,w3,3,17
category_2,87559,w3,3,11
category_2,111436,w3,3,11
category_2,87046,w3,3,6
category_3,397213,w3,3,26
category_1,145330,w3,3,20
category_4,23200,w3,3,33
category_1,1032586,w3,3,17
category_1,35449,w3,3,3
category_2,262384,w3,3,7
category_1,371104,w3,3,6
category_2,999403,w3,3,5
category_2,858886,w3,3,16
category_1,1032568,w3,3,10
category_1,1032559,w3,3,18
category_1,35584,w3,3,5
category_2,57058,w3,3,6
category_1,1075651,w3,3,2
category_1,1090114,w3,3,6
category_2,836152,w3,3,10
category_2,210868,w3,3,9
category_2,1090249,w3,3,9
category_2,1006108,w3,3,7
category_1,1015621,w3,3,3
category_1,1050046,w3,3,12
category_4,1060909,w3,3,17
category_1,1032550,w3,3,9
category_2,1103056,w3,3,8
category_2,745945,w3,3,2
category_2,23569,w3,3,3
category_1,42424,w4,4,12
category_1,145330,w4,4,6
category_2,1076920,w4,4,13
category_3,1081069,w4,4,12
category_2,815101,w4,4,31
category_3,1047130,w4,4,49
category_1,38518,w4,4,19
category_2,1067074,w4,4,39
category_2,1101562,w4,4,10
category_1,76399,w4,4,31
category_2,9925,w4,4,13
category_2,865933,w4,4,31
category_2,211309,w4,4,10
category_3,131983,w4,4,33
category_1,839374,w4,4,13
category_1,839356,w4,4,53
category_2,1070836,w4,4,12
category_1,1058713,w4,4,23
category_1,1056463,w4,4,37
category_1,1067128,w4,4,17
category_3,1064572,w4,4,7
category_2,43630,w4,4,21
category_1,86992,w4,4,37
category_4,1003183,w4,4,19
category_3,7666,w4,4,185
category_1,1061638,w4,4,153
category_3,16936,w4,4,31
category_4,836584,w4,4,88
category_1,371104,w4,4,12
category_4,245581,w4,4,59
category_1,1085749,w4,4,14
category_3,893824,w4,4,23
category_1,36898,w4,4,90
category_3,37861,w4,4,78
category_2,267478,w4,4,9
category_1,1081321,w4,4,19
category_1,1044682,w4,4,21
category_3,1013335,w4,4,8
category_1,17296,w4,4,276
category_2,836125,w4,4,23
category_1,42496,w4,4,22
category_1,1048975,w4,4,4
category_2,99079,w4,4,12
category_3,1101661,w4,4,14
category_1,142756,w4,4,45
category_2,1006090,w4,4,9
category_2,1044502,w4,4,23
category_3,1060630,w4,4,45
category_1,1015621,w4,4,5
category_1,1032559,w4,4,9
category_2,30877,w4,4,51
category_2,1026871,w4,4,13
category_2,57058,w4,4,4
category_2,1070818,w4,4,16
category_1,1049776,w4,4,12
category_2,1076938,w4,4,4
category_2,1067092,w4,4,95
category_2,213802,w4,4,11
category_2,1071124,w4,4,18
category_2,1090249,w4,4,10
category_1,3427,w4,4,48
category_2,858886,w4,4,7
category_2,110320,w4,4,22
category_1,1032586,w4,4,16
category_2,216151,w4,4,18
category_2,32245,w4,4,45
category_2,39436,w4,4,26
category_1,1044610,w4,4,8
category_1,1044619,w4,4,21
category_3,1081087,w4,4,28
category_3,88450,w4,4,64
category_2,262384,w4,4,13
category_2,40759,w4,4,43
category_1,1032532,w4,4,70
category_2,1071106,w4,4,16
category_1,1075651,w4,4,4
category_2,1010068,w4,4,11
category_2,837943,w4,4,80
category_2,87046,w4,4,1
category_2,59749,w4,4,38
category_1,124774,w4,4,23
category_3,1081060,w4,4,62
category_3,1081078,w4,4,12
category_1,379249,w4,4,30
category_1,1050046,w4,4,16
category_1,145978,w4,4,34
category_1,1047967,w4,4,113
category_2,86974,w4,4,2
category_2,65788,w4,4,52
category_2,745945,w4,4,2
category_3,1066570,w4,4,76
category_4,1074823,w4,4,398
category_2,20824,w4,4,112
category_1,1044691,w4,4,11
category_1,59047,w4,4,1
category_2,174436,w4,4,69
category_2,172033,w4,4,22
category_4,1024810,w4,4,34
category_4,1003147,w4,4,151
category_1,1068883,w4,4,1
category_2,906595,w4,4,6
category_1,24136,w4,4,130
category_1,1067119,w4,4,23
category_3,169504,w4,4,808
category_2,172582,w4,4,12
category_2,1090276,w4,4,5
category_2,1064473,w4,4,31
category_2,836152,w4,4,12
category_1,1054978,w4,4,63
category_2,41830,w4,4,12
category_2,173617,w4,4,18
category_2,23569,w4,4,11
category_2,132028,w4,4,109
category_1,119554,w4,4,110
category_2,124954,w4,4,18
category_2,138742,w4,4,13
category_1,370195,w4,4,48
category_2,50785,w4,4,10
category_2,399220,w4,4,20
category_4,1003156,w4,4,44
category_2,1006009,w4,4,9
category_4,123307,w4,4,378
category_2,130993,w4,4,13
category_4,872260,w4,4,22
category_1,1032541,w4,4,65
category_1,3418,w4,4,41
category_2,87559,w4,4,18
category_2,75886,w4,4,10
category_2,838456,w4,4,8
category_3,1063600,w4,4,4
category_1,35584,w4,4,4
category_2,1006108,w4,4,2
category_4,731104,w4,4,9
category_2,913561,w4,4,6
category_1,48940,w4,4,8
category_2,225259,w4,4,15
category_2,1092184,w4,4,12
category_1,1090294,w4,4,5
category_1,1090303,w4,4,7
category_2,1101553,w4,4,5
category_1,416212,w4,4,10
category_3,1090024,w4,4,24
category_2,117610,w4,4,14
category_1,1032550,w4,4,18
category_4,753613,w4,4,12
category_1,1061341,w4,4,54
category_2,1101571,w4,4,7
category_1,1030948,w4,4,6
category_2,1098493,w4,4,11
category_2,877624,w4,4,20
category_1,755584,w4,4,13
category_1,35530,w4,4,7
category_2,64978,w4,4,2
category_1,1090105,w4,4,8
category_2,118033,w4,4,12
category_1,43738,w4,4,8
category_2,1098502,w4,4,4
category_1,17287,w4,4,10
category_3,132334,w4,4,11
category_2,906586,w4,4,8
category_3,1097143,w4,4,10
category_4,23200,w4,4,7
category_2,1090240,w4,4,12
category_1,1032568,w4,4,4
category_1,43657,w4,4,3
category_2,903976,w4,4,11
category_2,111436,w4,4,6
category_4,1003192,w4,4,5
category_2,1103056,w4,4,12
category_4,1082743,w4,4,4
category_2,999403,w4,4,3
category_1,37510,w4,4,6
category_1,1090114,w4,4,5
category_1,35449,w4,4,6
category_4,1060909,w4,4,60
category_2,1006099,w4,4,4
category_2,111382,w4,4,11
category_2,1090258,w4,4,5
category_2,1076929,w4,4,6
category_1,371239,w4,4,6
category_2,1071115,w4,4,4
category_1,1021264,w4,4,5
category_3,397213,w4,4,1
category_2,1105009,w4,4,5
category_1,1081339,w4,4,3
category_1,3418,w1,5,44
category_1,1050046,w1,5,22
category_2,1092184,w1,5,25
category_3,1064572,w1,5,14
category_2,1067074,w1,5,29
category_2,213802,w1,5,8
category_2,124954,w1,5,31
category_3,37861,w1,5,125
category_1,1044619,w1,5,25
category_3,893824,w1,5,101
category_2,43630,w1,5,33
category_1,1032541,w1,5,56
category_1,124774,w1,5,19
category_2,903976,w1,5,28
category_2,1076938,w1,5,9
category_2,172033,w1,5,47
category_1,755584,w1,5,78
category_1,38518,w1,5,9
category_2,1098502,w1,5,9
category_2,999403,w1,5,11
category_1,24136,w1,5,36
category_2,838456,w1,5,16
category_2,59749,w1,5,44
category_1,416212,w1,5,8
category_2,117610,w1,5,27
category_4,836584,w1,5,124
category_1,839356,w1,5,89
category_2,32245,w1,5,28
category_3,131983,w1,5,20
category_1,3427,w1,5,54
category_3,1090024,w1,5,17
category_1,1054978,w1,5,38
category_2,399220,w1,5,26
category_1,59047,w1,5,17
category_2,138742,w1,5,30
category_2,1070836,w1,5,26
category_4,123307,w1,5,552
category_2,1071124,w1,5,13
category_2,1071115,w1,5,16
category_1,1044691,w1,5,20
category_2,1006090,w1,5,14
category_2,41830,w1,5,20
category_2,1090258,w1,5,79
category_4,1024810,w1,5,38
category_1,1030948,w1,5,12
category_1,17287,w1,5,21
category_1,119554,w1,5,109
category_1,17296,w1,5,485
category_1,1032586,w1,5,11
category_1,1015621,w1,5,2
category_2,65788,w1,5,32
category_4,731104,w1,5,12
category_2,39436,w1,5,22
category_2,836125,w1,5,29
category_2,30877,w1,5,64
category_2,1067092,w1,5,141
category_1,37510,w1,5,10
category_2,50785,w1,5,22
category_2,865933,w1,5,61
category_1,36898,w1,5,82
category_1,35530,w1,5,15
category_1,42424,w1,5,22
category_1,1058713,w1,5,40
category_2,1105009,w1,5,5
category_2,173617,w1,5,26
category_4,1003156,w1,5,63
category_3,1066570,w1,5,135
category_2,225259,w1,5,11
category_4,753613,w1,5,19
category_2,1070818,w1,5,12
category_3,1101661,w1,5,41
category_2,1010068,w1,5,19
category_2,1064473,w1,5,58
category_2,20824,w1,5,103
category_1,1067128,w1,5,13
category_2,837943,w1,5,102
category_1,379249,w1,5,35
category_2,110320,w1,5,48
category_2,216151,w1,5,12
category_4,1060909,w1,5,56
category_4,872260,w1,5,15
category_4,245581,w1,5,111
category_4,1003147,w1,5,47
category_2,858886,w1,5,14
category_1,1044682,w1,5,42
category_2,267478,w1,5,4
category_1,1047967,w1,5,82
category_3,1013335,w1,5,15
category_1,1032550,w1,5,8
category_2,87559,w1,5,21
category_3,1063600,w1,5,14
category_1,370195,w1,5,41
category_2,262384,w1,5,14
category_1,371104,w1,5,11
category_2,1006009,w1,5,13
category_3,16936,w1,5,21
category_3,1060630,w1,5,39
category_1,1048975,w1,5,12
category_2,1044502,w1,5,22
category_2,1090249,w1,5,11
category_2,1103056,w1,5,28
category_1,35449,w1,5,6
category_1,145978,w1,5,31
category_1,1085749,w1,5,9
category_3,397213,w1,5,9
category_4,1074823,w1,5,303
category_3,1081060,w1,5,32
category_2,111436,w1,5,6
category_2,877624,w1,5,33
category_3,169504,w1,5,685
category_2,1090276,w1,5,18
category_1,1044610,w1,5,13
category_1,86992,w1,5,45
category_2,1101562,w1,5,19
category_2,745945,w1,5,45
category_3,7666,w1,5,94
category_2,40759,w1,5,62
category_1,1049776,w1,5,16
category_3,132334,w1,5,7
category_1,76399,w1,5,23
category_2,174436,w1,5,85
category_2,211309,w1,5,10
category_1,1090303,w1,5,6
category_2,172582,w1,5,26
category_3,1081078,w1,5,17
category_2,111382,w1,5,18
category_1,35584,w1,5,8
category_3,1081087,w1,5,19
category_1,42496,w1,5,45
category_2,99079,w1,5,23
category_1,1061341,w1,5,25
category_2,1071106,w1,5,44
category_4,1003183,w1,5,11
category_1,1067119,w1,5,22
category_2,836152,w1,5,18
category_1,43738,w1,5,13
category_2,210868,w1,5,6
category_1,1032532,w1,5,73
category_3,1047130,w1,5,76
category_2,1076920,w1,5,10
category_1,839374,w1,5,78
category_3,88450,w1,5,137
category_1,1056463,w1,5,37
category_1,145330,w1,5,9
category_2,132028,w1,5,154
category_2,815101,w1,5,31
category_3,1081069,w1,5,8
category_2,23569,w1,5,10
category_2,1090240,w1,5,24
category_2,75886,w1,5,10
category_1,142756,w1,5,33
category_2,1006108,w1,5,6
category_1,371239,w1,5,19
category_4,1003192,w1,5,8
category_2,130993,w1,5,7
category_2,118033,w1,5,13
category_2,1101553,w1,5,3
category_1,48940,w1,5,12
category_2,1026871,w1,5,20
category_1,1090105,w1,5,2
category_2,1101571,w1,5,6
category_2,57058,w1,5,2
category_2,906586,w1,5,10
category_1,1021264,w1,5,6
category_2,64978,w1,5,6
category_1,1032568,w1,5,11
category_2,9925,w1,5,5
category_2,1098493,w1,5,7
category_1,1032559,w1,5,3
category_2,913561,w1,5,12
category_1,1061638,w1,5,65
category_4,23200,w1,5,64
category_1,43657,w1,5,4
category_1,1081339,w1,5,23
category_2,1101769,w1,5,18
category_1,1081321,w1,5,7
category_2,1006099,w1,5,5
category_2,1105018,w1,5,3
category_3,1097143,w1,5,12
category_4,1082743,w1,5,4
category_2,1076929,w1,5,3
category_1,1075651,w1,5,4
category_1,1068883,w1,5,1
category_1,1084498,w1,5,16
category_2,86974,w1,5,1
category_1,1090114,w1,5,2
category_2,1105027,w1,5,3
category_2,174436,w2,6,62
category_1,379249,w2,6,35
category_2,87559,w2,6,13
category_2,913561,w2,6,10
category_2,865933,w2,6,29
category_2,1090276,w2,6,7
category_2,39436,w2,6,15
category_1,24136,w2,6,33
category_3,1090024,w2,6,14
category_1,1032532,w2,6,138
category_2,877624,w2,6,31
category_2,172582,w2,6,16
category_1,76399,w2,6,18
category_1,755584,w2,6,27
category_2,225259,w2,6,5
category_2,999403,w2,6,14
category_2,50785,w2,6,28
category_1,1049776,w2,6,12
category_2,1006090,w2,6,16
category_2,64978,w2,6,4
category_2,267478,w2,6,12
category_3,1060630,w2,6,46
category_1,17287,w2,6,21
category_2,1070818,w2,6,15
category_1,1058713,w2,6,34
category_2,1076929,w2,6,5
category_3,1064572,w2,6,16
category_1,35530,w2,6,3
category_1,1032541,w2,6,197
category_2,903976,w2,6,16
category_2,117610,w2,6,65
category_2,1103056,w2,6,27
category_3,397213,w2,6,49
category_4,1003192,w2,6,8
category_1,1044619,w2,6,61
category_1,371239,w2,6,9
category_1,1015621,w2,6,1
category_3,37861,w2,6,143
category_2,1090249,w2,6,13
category_2,59749,w2,6,28
