CategoryCode,ItemCode,DateID,DailySales,Week,WeekID,DiscountValue,DiscountedPrice,SellingPrice,OnPromotion
category_2,1067074,2021-10-01,3,w1,1,,,,0.0
category_2,43630,2021-10-01,1,w1,1,,,,0.0
category_1,43738,2021-10-01,2,w1,1,,,,0.0
category_2,1026871,2021-10-01,1,w1,1,,,,0.0
category_4,123307,2021-10-01,87,w1,1,,,,0.0
category_2,138742,2021-10-01,4,w1,1,,,,0.0
category_2,1006009,2021-10-01,1,w1,1,0.1,63.0,70.0,1.0
category_2,87559,2021-10-01,6,w1,1,,,,0.0
category_4,1003147,2021-10-01,13,w1,1,,,,0.0
category_1,1047967,2021-10-01,156,w1,1,,,,0.0
category_2,1076938,2021-10-01,3,w1,1,,,,0.0
category_1,42496,2021-10-01,9,w1,1,,,,0.0
category_4,23200,2021-10-01,2,w1,1,,,,0.0
category_2,87046,2021-10-01,3,w1,1,,,,0.0
category_2,59749,2021-10-01,8,w1,1,,,,0.0
category_1,839356,2021-10-01,1,w1,1,,,,0.0
category_1,1067119,2021-10-01,13,w1,1,,,,0.0
category_1,3427,2021-10-01,2,w1,1,,,,0.0
category_2,248272,2021-10-01,3,w1,1,,,,0.0
category_1,43657,2021-10-01,1,w1,1,,,,0.0
category_2,906586,2021-10-01,1,w1,1,,,,0.0
category_3,1081069,2021-10-01,6,w1,1,,,,0.0
category_2,1067092,2021-10-01,9,w1,1,,,,0.0
category_2,1101769,2021-10-01,4,w1,1,,,,0.0
category_2,1070818,2021-10-01,2,w1,1,,,,0.0
category_3,1081060,2021-10-01,17,w1,1,,,,0.0
category_1,1090303,2021-10-01,3,w1,1,,,,0.0
category_1,17287,2021-10-01,2,w1,1,,,,0.0
category_2,865933,2021-10-01,6,w1,1,,,,0.0
category_2,118033,2021-10-01,4,w1,1,,,,0.0
category_1,1061341,2021-10-01,11,w1,1,,,,0.0
category_1,76399,2021-10-01,14,w1,1,,,,0.0
category_3,1064572,2021-10-01,2,w1,1,,,,0.0
category_1,1032541,2021-10-01,119,w1,1,,,,0.0
category_2,1076920,2021-10-01,3,w1,1,,,,0.0
category_2,111382,2021-10-01,1,w1,1,,,,0.0
category_1,86992,2021-10-01,4,w1,1,,,,0.0
category_1,755584,2021-10-01,5,w1,1,,,,0.0
category_1,1061638,2021-10-01,11,w1,1,,,,0.0
category_2,1006090,2021-10-01,1,w1,1,,,,0.0
category_1,1044619,2021-10-01,2,w1,1,,,,0.0
category_2,65788,2021-10-01,7,w1,1,0.1,207.0,230.0,1.0
category_2,1098502,2021-10-01,1,w1,1,,,,0.0
category_1,37510,2021-10-01,1,w1,1,,,,0.0
category_3,7666,2021-10-01,14,w1,1,0.2,32.0,40.0,1.0
category_1,17296,2021-10-01,28,w1,1,,,,0.0
category_2,50785,2021-10-01,3,w1,1,,,,0.0
category_2,1101562,2021-10-01,2,w1,1,,,,0.0
category_2,815101,2021-10-01,1,w1,1,,,,0.0
category_4,1024810,2021-10-01,1,w1,1,,,,0.0
category_1,24136,2021-10-01,4,w1,1,0.1,63.0,70.0,1.0
category_1,145330,2021-10-01,1,w1,1,,,,0.0
category_4,1074823,2021-10-01,13,w1,1,,,,0.0
category_1,142756,2021-10-01,5,w1,1,,,,0.0
category_3,88450,2021-10-01,4,w1,1,,,,0.0
category_4,872260,2021-10-01,3,w1,1,,,,0.0
category_2,75886,2021-10-01,2,w1,1,,,,0.0
category_1,1054978,2021-10-01,2,w1,1,,,,0.0
category_3,1101661,2021-10-01,2,w1,1,,,,0.0
category_2,225259,2021-10-01,1,w1,1,,,,0.0
category_2,1090249,2021-10-01,3,w1,1,,,,0.0
category_1,1044691,2021-10-01,2,w1,1,,,,0.0
category_2,837943,2021-10-01,7,w1,1,,,,0.0
category_2,124954,2021-10-01,2,w1,1,,,,0.0
category_2,1101553,2021-10-01,2,w1,1,,,,0.0
category_3,1047130,2021-10-01,8,w1,1,,,,0.0
category_4,731104,2021-10-01,4,w1,1,,,,0.0
category_1,3418,2021-10-01,18,w1,1,,,,0.0
category_1,42424,2021-10-01,6,w1,1,,,,0.0
category_2,903976,2021-10-01,8,w1,1,0.15,68.0,80.0,1.0
category_1,1044682,2021-10-01,9,w1,1,,,,0.0
category_2,110320,2021-10-01,5,w1,1,,,,0.0
category_1,379249,2021-10-01,1,w1,1,,,,0.0
category_1,59047,2021-10-01,3,w1,1,,,,0.0
category_2,838456,2021-10-01,1,w1,1,,,,0.0
category_3,1063600,2021-10-01,9,w1,1,,,,0.0
category_2,1090240,2021-10-01,2,w1,1,,,,0.0
category_3,1060630,2021-10-01,8,w1,1,,,,0.0
category_1,35449,2021-10-01,1,w1,1,,,,0.0
category_2,836152,2021-10-01,5,w1,1,,,,0.0
category_2,41830,2021-10-01,1,w1,1,,,,0.0
category_3,1066570,2021-10-01,18,w1,1,0.15,38.25,45.0,1.0
category_1,1050046,2021-10-01,6,w1,1,,,,0.0
category_1,36898,2021-10-01,6,w1,1,,,,0.0
category_4,836584,2021-10-01,13,w1,1,,,,0.0
category_1,370195,2021-10-01,6,w1,1,,,,0.0
category_2,172582,2021-10-01,7,w1,1,,,,0.0
category_4,1082743,2021-10-01,4,w1,1,,,,0.0
category_2,687616,2021-10-01,5,w1,1,,,,0.0
category_2,1044502,2021-10-01,3,w1,1,,,,0.0
category_3,16936,2021-10-01,4,w1,1,,,,0.0
category_2,20824,2021-10-01,7,w1,1,,,,0.0
category_2,211309,2021-10-01,6,w1,1,,,,0.0
category_3,1064572,2021-10-02,2,w1,1,,,,0.0
category_2,30877,2021-10-02,6,w1,1,,,,0.0
category_2,1006099,2021-10-02,2,w1,1,,,,0.0
category_1,119554,2021-10-02,13,w1,1,,,,0.0
category_1,1067119,2021-10-02,3,w1,1,,,,0.0
category_1,1047967,2021-10-02,20,w1,1,,,,0.0
category_2,32245,2021-10-02,6,w1,1,,,,0.0
category_1,142756,2021-10-02,2,w1,1,,,,0.0
category_1,1058713,2021-10-02,28,w1,1,,,,0.0
category_1,42424,2021-10-02,4,w1,1,,,,0.0
category_1,38518,2021-10-02,5,w1,1,,,,0.0
category_4,731104,2021-10-02,2,w1,1,,,,0.0
category_4,1003192,2021-10-02,2,w1,1,,,,0.0
category_2,1071124,2021-10-02,4,w1,1,,,,0.0
category_4,123307,2021-10-02,87,w1,1,,,,0.0
category_2,262384,2021-10-02,2,w1,1,,,,0.0
category_1,1054978,2021-10-02,5,w1,1,,,,0.0
category_2,687616,2021-10-02,6,w1,1,,,,0.0
category_1,839356,2021-10-02,1,w1,1,,,,0.0
category_3,1047130,2021-10-02,6,w1,1,,,,0.0
category_2,130993,2021-10-02,5,w1,1,,,,0.0
category_1,1061341,2021-10-02,5,w1,1,,,,0.0
category_2,1026871,2021-10-02,3,w1,1,,,,0.0
category_1,3418,2021-10-02,3,w1,1,,,,0.0
category_2,1098502,2021-10-02,2,w1,1,,,,0.0
category_3,131983,2021-10-02,9,w1,1,,,,0.0
category_1,1085749,2021-10-02,2,w1,1,,,,0.0
category_2,815101,2021-10-02,5,w1,1,,,,0.0
category_4,1003183,2021-10-02,4,w1,1,,,,0.0
category_2,1076938,2021-10-02,1,w1,1,,,,0.0
category_2,23569,2021-10-02,7,w1,1,,,,0.0
category_1,755584,2021-10-02,3,w1,1,,,,0.0
category_1,839374,2021-10-02,11,w1,1,,,,0.0
category_2,117610,2021-10-02,1,w1,1,,,,0.0
category_1,42496,2021-10-02,3,w1,1,,,,0.0
category_2,1071115,2021-10-02,7,w1,1,,,,0.0
category_2,57058,2021-10-02,3,w1,1,,,,0.0
category_2,1092184,2021-10-02,3,w1,1,,,,0.0
category_3,16936,2021-10-02,1,w1,1,,,,0.0
category_1,1044691,2021-10-02,2,w1,1,,,,0.0
category_2,1067074,2021-10-02,4,w1,1,,,,0.0
category_1,24136,2021-10-02,8,w1,1,0.1,63.0,70.0,1.0
category_1,1032586,2021-10-02,4,w1,1,,,,0.0
category_1,1044682,2021-10-02,6,w1,1,,,,0.0
category_4,753613,2021-10-02,1,w1,1,,,,0.0
category_2,1076929,2021-10-02,1,w1,1,,,,0.0
category_1,371239,2021-10-02,2,w1,1,,,,0.0
category_1,904984,2021-10-02,2,w1,1,,,,0.0
category_1,1081321,2021-10-02,6,w1,1,,,,0.0
category_3,1081069,2021-10-02,6,w1,1,,,,0.0
category_1,145330,2021-10-02,6,w1,1,,,,0.0
category_2,65788,2021-10-02,12,w1,1,0.1,207.0,230.0,1.0
category_2,124954,2021-10-02,3,w1,1,,,,0.0
category_4,23200,2021-10-02,4,w1,1,,,,0.0
category_1,1077118,2021-10-02,5,w1,1,,,,0.0
category_4,1003156,2021-10-02,3,w1,1,,,,0.0
category_2,836152,2021-10-02,2,w1,1,,,,0.0
category_4,1074823,2021-10-02,16,w1,1,,,,0.0
category_2,903976,2021-10-02,19,w1,1,0.15,68.0,80.0,1.0
category_1,43657,2021-10-02,1,w1,1,,,,0.0
category_1,48940,2021-10-02,2,w1,1,,,,0.0
category_1,35584,2021-10-02,1,w1,1,,,,0.0
category_2,1070836,2021-10-02,1,w1,1,,,,0.0
category_2,40759,2021-10-02,14,w1,1,,,,0.0
category_3,88450,2021-10-02,10,w1,1,,,,0.0
category_1,3427,2021-10-02,7,w1,1,,,,0.0
category_1,1032532,2021-10-02,14,w1,1,,,,0.0
category_2,913561,2021-10-02,1,w1,1,,,,0.0
category_3,1081078,2021-10-02,2,w1,1,,,,0.0
category_2,87046,2021-10-02,1,w1,1,,,,0.0
category_1,36898,2021-10-02,6,w1,1,,,,0.0
category_1,371104,2021-10-02,2,w1,1,,,,0.0
category_3,37861,2021-10-02,49,w1,1,,,,0.0
category_2,1098493,2021-10-02,3,w1,1,,,,0.0
category_2,216151,2021-10-02,5,w1,1,,,,0.0
category_2,999403,2021-10-02,1,w1,1,,,,0.0
category_1,416212,2021-10-02,3,w1,1,,,,0.0
category_2,1071106,2021-10-02,2,w1,1,,,,0.0
category_2,172033,2021-10-02,7,w1,1,,,,0.0
category_1,1049776,2021-10-02,2,w1,1,,,,0.0
category_3,169504,2021-10-02,69,w1,1,,,,0.0
category_2,1006108,2021-10-02,1,w1,1,,,,0.0
category_2,59749,2021-10-02,8,w1,1,,,,0.0
category_1,1056463,2021-10-02,2,w1,1,,,,0.0
category_2,877624,2021-10-02,2,w1,1,,,,0.0
category_2,39436,2021-10-02,57,w1,1,0.25,52.5,70.0,1.0
category_1,1021264,2021-10-02,3,w1,1,,,,0.0
category_1,1061638,2021-10-02,4,w1,1,,,,0.0
category_1,1090105,2021-10-02,1,w1,1,,,,0.0
category_4,1060909,2021-10-02,7,w1,1,,,,0.0
category_2,1090240,2021-10-02,1,w1,1,,,,0.0
category_2,173617,2021-10-02,3,w1,1,,,,0.0
category_4,836584,2021-10-02,36,w1,1,,,,0.0
category_2,1101769,2021-10-02,1,w1,1,,,,0.0
category_1,1032568,2021-10-02,1,w1,1,,,,0.0
category_3,1081060,2021-10-02,20,w1,1,,,,0.0
category_2,225259,2021-10-02,3,w1,1,,,,0.0
category_1,76399,2021-10-02,4,w1,1,,,,0.0
category_2,111436,2021-10-02,1,w1,1,,,,0.0
category_1,370195,2021-10-02,6,w1,1,,,,0.0
category_2,43630,2021-10-02,3,w1,1,,,,0.0
category_2,838456,2021-10-02,2,w1,1,,,,0.0
category_2,858886,2021-10-02,1,w1,1,,,,0.0
category_1,1032550,2021-10-02,2,w1,1,,,,0.0
category_2,213802,2021-10-02,1,w1,1,,,,0.0
category_1,1015621,2021-10-02,2,w1,1,,,,0.0
category_3,1066570,2021-10-02,17,w1,1,0.15,38.25,45.0,1.0
category_1,1050046,2021-10-02,2,w1,1,,,,0.0
category_2,138742,2021-10-02,3,w1,1,,,,0.0
category_1,1032559,2021-10-02,4,w1,1,,,,0.0
category_2,99079,2021-10-02,4,w1,1,,,,0.0
category_3,132334,2021-10-02,7,w1,1,0.1,171.0,190.0,1.0
category_2,1067092,2021-10-02,42,w1,1,,,,0.0
category_1,35530,2021-10-02,2,w1,1,0.15,51.0,60.0,1.0
category_1,43738,2021-10-02,2,w1,1,,,,0.0
category_2,1044502,2021-10-02,1,w1,1,,,,0.0
category_3,1101661,2021-10-02,3,w1,1,,,,0.0
category_1,17296,2021-10-02,44,w1,1,,,,0.0
category_2,1010068,2021-10-02,6,w1,1,,,,0.0
category_2,174436,2021-10-02,10,w1,1,,,,0.0
category_2,1064473,2021-10-02,7,w1,1,,,,0.0
category_1,1044610,2021-10-02,2,w1,1,,,,0.0
category_1,145978,2021-10-02,3,w1,1,,,,0.0
category_2,211309,2021-10-02,2,w1,1,,,,0.0
category_1,1032541,2021-10-02,7,w1,1,,,,0.0
category_1,124774,2021-10-02,2,w1,1,,,,0.0
category_2,1090249,2021-10-02,3,w1,1,,,,0.0
category_2,41830,2021-10-02,2,w1,1,,,,0.0
category_1,1044619,2021-10-02,11,w1,1,,,,0.0
category_4,245581,2021-10-02,12,w1,1,,,,0.0
category_2,248272,2021-10-02,8,w1,1,,,,0.0
category_4,1024810,2021-10-02,7,w1,1,,,,0.0
category_2,1006009,2021-10-02,3,w1,1,0.1,63.0,70.0,1.0
category_2,836125,2021-10-02,4,w1,1,,,,0.0
category_2,50785,2021-10-02,4,w1,1,,,,0.0
category_2,1101553,2021-10-02,1,w1,1,,,,0.0
category_2,745945,2021-10-02,2,w1,1,,,,0.0
category_2,172582,2021-10-02,1,w1,1,,,,0.0
category_2,399220,2021-10-02,1,w1,1,,,,0.0
category_2,132028,2021-10-02,16,w1,1,,,,0.0
category_1,1090114,2021-10-02,2,w1,1,,,,0.0
category_2,110320,2021-10-02,3,w1,1,,,,0.0
category_2,118033,2021-10-02,1,w1,1,,,,0.0
category_2,64978,2021-10-02,1,w1,1,,,,0.0
category_2,906586,2021-10-02,1,w1,1,,,,0.0
category_3,1090024,2021-10-02,5,w1,1,,,,0.0
category_1,379249,2021-10-02,4,w1,1,,,,0.0
category_2,837943,2021-10-02,20,w1,1,,,,0.0
category_2,20824,2021-10-02,20,w1,1,,,,0.0
category_1,1084498,2021-10-02,2,w1,1,,,,0.0
category_2,87559,2021-10-02,1,w1,1,,,,0.0
category_2,906595,2021-10-02,2,w1,1,,,,0.0
category_2,267478,2021-10-02,6,w1,1,0.1,117.0,130.0,1.0
category_2,865933,2021-10-02,6,w1,1,,,,0.0
category_3,1060630,2021-10-02,11,w1,1,,,,0.0
category_2,1090276,2021-10-02,3,w1,1,,,,0.0
category_4,1003147,2021-10-02,5,w1,1,,,,0.0
category_2,111382,2021-10-02,2,w1,1,,,,0.0
category_3,7666,2021-10-02,58,w1,1,0.2,32.0,40.0,1.0
category_1,1054978,2021-10-03,15,w1,1,,,,0.0
category_1,1044691,2021-10-03,1,w1,1,,,,0.0
category_2,111436,2021-10-03,2,w1,1,,,,0.0
category_2,838456,2021-10-03,2,w1,1,,,,0.0
category_3,1047130,2021-10-03,8,w1,1,,,,0.0
category_2,172033,2021-10-03,6,w1,1,,,,0.0
category_2,837943,2021-10-03,13,w1,1,,,,0.0
category_1,1067119,2021-10-03,2,w1,1,,,,0.0
category_1,1032568,2021-10-03,2,w1,1,,,,0.0
category_2,1092184,2021-10-03,4,w1,1,,,,0.0
category_2,836152,2021-10-03,2,w1,1,,,,0.0
category_3,1060630,2021-10-03,14,w1,1,,,,0.0
category_2,687616,2021-10-03,4,w1,1,,,,0.0
category_4,210652,2021-10-03,1,w1,1,,,,0.0
category_1,1061638,2021-10-03,9,w1,1,,,,0.0
category_1,35449,2021-10-03,1,w1,1,,,,0.0
category_2,1006108,2021-10-03,1,w1,1,,,,0.0
category_2,173617,2021-10-03,4,w1,1,,,,0.0
category_1,1032541,2021-10-03,3,w1,1,,,,0.0
category_4,1003192,2021-10-03,1,w1,1,,,,0.0
category_1,38518,2021-10-03,2,w1,1,,,,0.0
category_1,124774,2021-10-03,1,w1,1,,,,0.0
category_1,1047967,2021-10-03,8,w1,1,,,,0.0
category_3,1064572,2021-10-03,1,w1,1,,,,0.0
category_1,24136,2021-10-03,5,w1,1,0.1,63.0,70.0,1.0
category_4,1003183,2021-10-03,2,w1,1,,,,0.0
category_1,43657,2021-10-03,1,w1,1,,,,0.0
category_2,43630,2021-10-03,5,w1,1,,,,0.0
category_2,117610,2021-10-03,2,w1,1,,,,0.0
category_3,1081060,2021-10-03,15,w1,1,,,,0.0
category_4,872260,2021-10-03,1,w1,1,,,,0.0
category_2,1006099,2021-10-03,2,w1,1,,,,0.0
category_2,172582,2021-10-03,5,w1,1,,,,0.0
category_4,1060909,2021-10-03,6,w1,1,,,,0.0
category_3,1066570,2021-10-03,1,w1,1,0.15,38.25,45.0,1.0
category_1,370195,2021-10-03,8,w1,1,,,,0.0
category_1,1056463,2021-10-03,5,w1,1,,,,0.0
category_1,1044619,2021-10-03,1,w1,1,,,,0.0
category_2,1064473,2021-10-03,14,w1,1,,,,0.0
category_1,1084498,2021-10-03,12,w1,1,,,,0.0
category_2,903976,2021-10-03,14,w1,1,0.15,68.0,80.0,1.0
category_3,132334,2021-10-03,2,w1,1,0.1,171.0,190.0,1.0
category_2,111382,2021-10-03,5,w1,1,,,,0.0
category_4,1003147,2021-10-03,7,w1,1,,,,0.0
category_1,142756,2021-10-03,3,w1,1,,,,0.0
category_1,3427,2021-10-03,2,w1,1,,,,0.0
category_1,52099,2021-10-03,9,w1,1,,,,0.0
category_2,138742,2021-10-03,2,w1,1,,,,0.0
category_1,1032559,2021-10-03,3,w1,1,,,,0.0
category_4,123307,2021-10-03,68,w1,1,,,,0.0
category_3,1063600,2021-10-03,2,w1,1,,,,0.0
category_2,1006090,2021-10-03,1,w1,1,,,,0.0
category_2,87559,2021-10-03,1,w1,1,,,,0.0
category_3,1081078,2021-10-03,3,w1,1,,,,0.0
category_4,1082743,2021-10-03,1,w1,1,,,,0.0
category_2,1067092,2021-10-03,23,w1,1,,,,0.0
category_2,39436,2021-10-03,22,w1,1,0.25,52.5,70.0,1.0
category_2,1090258,2021-10-03,1,w1,1,,,,0.0
category_2,745945,2021-10-03,2,w1,1,,,,0.0
category_1,76399,2021-10-03,3,w1,1,,,,0.0
category_2,1090249,2021-10-03,7,w1,1,,,,0.0
category_4,23200,2021-10-03,2,w1,1,,,,0.0
category_2,174436,2021-10-03,16,w1,1,,,,0.0
category_1,43738,2021-10-03,6,w1,1,,,,0.0
category_2,913561,2021-10-03,2,w1,1,,,,0.0
category_4,1074823,2021-10-03,31,w1,1,,,,0.0
category_1,36898,2021-10-03,5,w1,1,,,,0.0
category_2,57058,2021-10-03,2,w1,1,,,,0.0
category_2,118033,2021-10-03,2,w1,1,,,,0.0
category_2,65788,2021-10-03,7,w1,1,0.1,207.0,230.0,1.0
category_2,124954,2021-10-03,2,w1,1,,,,0.0
category_1,1081321,2021-10-03,1,w1,1,,,,0.0
category_2,216151,2021-10-03,2,w1,1,,,,0.0
category_2,1076920,2021-10-03,1,w1,1,,,,0.0
category_2,399220,2021-10-03,4,w1,1,,,,0.0
category_2,1101769,2021-10-03,3,w1,1,,,,0.0
category_1,17296,2021-10-03,43,w1,1,,,,0.0
category_2,32245,2021-10-03,5,w1,1,,,,0.0
category_2,1071106,2021-10-03,2,w1,1,,,,0.0
category_1,1090105,2021-10-03,1,w1,1,,,,0.0
category_2,262384,2021-10-03,1,w1,1,,,,0.0
category_3,1013335,2021-10-03,6,w1,1,,,,0.0
category_2,23569,2021-10-03,5,w1,1,,,,0.0
category_1,1058713,2021-10-03,8,w1,1,,,,0.0
category_1,1032586,2021-10-03,5,w1,1,,,,0.0
category_3,397213,2021-10-03,6,w1,1,,,,0.0
category_2,1101553,2021-10-03,1,w1,1,,,,0.0
category_4,731104,2021-10-03,1,w1,1,,,,0.0
category_1,3418,2021-10-03,8,w1,1,,,,0.0
category_2,211309,2021-10-03,3,w1,1,,,,0.0
category_1,379249,2021-10-03,2,w1,1,,,,0.0
category_2,1071124,2021-10-03,1,w1,1,,,,0.0
category_4,245581,2021-10-03,6,w1,1,,,,0.0
category_2,1044502,2021-10-03,2,w1,1,,,,0.0
category_2,858886,2021-10-03,3,w1,1,,,,0.0
category_2,248272,2021-10-03,3,w1,1,,,,0.0
category_1,42496,2021-10-03,7,w1,1,,,,0.0
category_2,999403,2021-10-03,1,w1,1,,,,0.0
category_3,169504,2021-10-03,109,w1,1,,,,0.0
category_2,1101571,2021-10-03,2,w1,1,,,,0.0
category_4,836584,2021-10-03,34,w1,1,,,,0.0
category_1,42424,2021-10-03,3,w1,1,,,,0.0
category_3,1090024,2021-10-03,3,w1,1,,,,0.0
category_2,75886,2021-10-03,5,w1,1,,,,0.0
category_2,132028,2021-10-03,55,w1,1,,,,0.0
category_2,815101,2021-10-03,9,w1,1,,,,0.0
category_2,1070836,2021-10-03,4,w1,1,,,,0.0
category_1,1061341,2021-10-03,2,w1,1,,,,0.0
category_2,1070818,2021-10-03,3,w1,1,,,,0.0
category_3,16936,2021-10-03,4,w1,1,,,,0.0
category_3,7666,2021-10-03,12,w1,1,0.2,32.0,40.0,1.0
category_2,64978,2021-10-03,1,w1,1,,,,0.0
category_2,1090240,2021-10-03,5,w1,1,,,,0.0
category_2,836125,2021-10-03,1,w1,1,,,,0.0
category_1,1021264,2021-10-03,1,w1,1,,,,0.0
category_2,1010068,2021-10-03,1,w1,1,,,,0.0
category_1,119554,2021-10-03,9,w1,1,,,,0.0
category_2,110320,2021-10-03,5,w1,1,,,,0.0
category_4,753613,2021-10-03,4,w1,1,,,,0.0
category_1,145978,2021-10-03,9,w1,1,,,,0.0
category_2,877624,2021-10-03,4,w1,1,,,,0.0
category_1,839374,2021-10-03,13,w1,1,,,,0.0
category_2,86974,2021-10-03,8,w1,1,,,,0.0
category_2,50785,2021-10-03,2,w1,1,,,,0.0
category_2,30877,2021-10-03,4,w1,1,,,,0.0
category_4,1024810,2021-10-03,10,w1,1,,,,0.0
category_2,87046,2021-10-03,2,w1,1,,,,0.0
category_1,839356,2021-10-03,4,w1,1,,,,0.0
category_1,1044682,2021-10-03,3,w1,1,,,,0.0
category_2,213802,2021-10-03,3,w1,1,,,,0.0
category_3,131983,2021-10-03,7,w1,1,,,,0.0
category_1,86992,2021-10-03,1,w1,1,,,,0.0
category_1,755584,2021-10-03,1,w1,1,,,,0.0
category_2,20824,2021-10-03,26,w1,1,,,,0.0
category_2,9925,2021-10-03,1,w1,1,,,,0.0
category_3,37861,2021-10-03,20,w1,1,,,,0.0
category_1,371239,2021-10-03,6,w1,1,,,,0.0
category_2,59749,2021-10-03,10,w1,1,,,,0.0
category_2,1098493,2021-10-03,2,w1,1,,,,0.0
category_2,130993,2021-10-03,2,w1,1,,,,0.0
category_2,865933,2021-10-03,12,w1,1,,,,0.0
category_2,267478,2021-10-03,5,w1,1,0.1,117.0,130.0,1.0
category_2,40759,2021-10-03,12,w1,1,,,,0.0
category_1,371104,2021-10-03,1,w1,1,,,,0.0
category_2,1006009,2021-10-03,4,w1,1,0.1,63.0,70.0,1.0
category_2,225259,2021-10-03,4,w1,1,,,,0.0
category_2,1076938,2021-10-03,2,w1,1,,,,0.0
category_1,1032532,2021-10-03,13,w1,1,,,,0.0
category_2,1067074,2021-10-03,11,w1,1,,,,0.0
category_2,1101562,2021-10-03,4,w1,1,,,,0.0
category_1,416212,2021-10-03,2,w1,1,,,,0.0
category_4,1003156,2021-10-03,17,w1,1,,,,0.0
category_3,88450,2021-10-03,51,w1,1,,,,0.0
category_1,1049776,2021-10-03,5,w1,1,,,,0.0
category_2,1076929,2021-10-03,1,w1,1,,,,0.0
category_2,99079,2021-10-03,3,w1,1,,,,0.0
category_2,39436,2021-10-04,12,w1,1,0.25,52.5,70.0,1.0
category_4,872260,2021-10-04,5,w1,1,,,,0.0
category_2,1090258,2021-10-04,2,w1,1,,,,0.0
category_2,86974,2021-10-04,1,w1,1,,,,0.0
category_1,142756,2021-10-04,4,w1,1,,,,0.0
category_1,1084498,2021-10-04,5,w1,1,,,,0.0
category_2,117610,2021-10-04,3,w1,1,,,,0.0
category_1,1081339,2021-10-04,3,w1,1,,,,0.0
category_2,999403,2021-10-04,1,w1,1,,,,0.0
category_2,138742,2021-10-04,4,w1,1,,,,0.0
category_2,40759,2021-10-04,8,w1,1,,,,0.0
category_3,1060630,2021-10-04,9,w1,1,,,,0.0
category_2,1098493,2021-10-04,1,w1,1,,,,0.0
category_4,245581,2021-10-04,14,w1,1,,,,0.0
category_1,24136,2021-10-04,7,w1,1,0.1,63.0,70.0,1.0
category_2,262384,2021-10-04,2,w1,1,,,,0.0
category_2,1067092,2021-10-04,16,w1,1,,,,0.0
category_2,903976,2021-10-04,4,w1,1,0.15,68.0,80.0,1.0
category_2,1071106,2021-10-04,4,w1,1,,,,0.0
category_1,76399,2021-10-04,5,w1,1,,,,0.0
category_1,119554,2021-10-04,17,w1,1,,,,0.0
