CategoryCode,ItemCode,Week,WeekID,DiscountValue,DiscountedPrice,SellingPrice,OnPromotion,WeeklySales,DiscountedAmount
category_2,9925,w3,15,,,,0,11,0
category_2,9925,w4,16,,,,0,14,0
category_2,9925,w1,17,,,,0,12,0
category_2,9925,w2,18,,,,0,5,0
category_2,9925,w3,19,,,,0,23,0
category_2,9925,w4,20,,,,0,10,0
category_3,16936,w1,1,,,,0,31,0
category_3,16936,w2,2,,,,0,27,0
category_3,16936,w3,3,,,,0,31,0
category_3,16936,w4,4,,,,0,33,0
category_3,16936,w1,5,,,,0,27,0
category_3,16936,w2,6,,,,0,23,0
category_3,16936,w3,7,,,,0,15,0
category_3,16936,w4,8,,,,0,168,0
category_3,16936,w1,9,,,,0,36,0
category_3,16936,w2,10,,,,0,20,0
category_3,16936,w3,11,,,,0,25,0
category_3,16936,w4,12,,,,0,28,0
category_3,16936,w1,13,,,,0,50,0
category_3,16936,w2,14,,,,0,38,0
category_3,16936,w3,15,,,,0,85,0
category_3,16936,w4,16,,,,0,63,0
category_3,16936,w1,17,,,,0,64,0
category_3,16936,w2,18,,,,0,60,0
category_3,16936,w3,19,,,,0,33,0
category_3,16936,w4,20,,,,0,69,0
category_1,17287,w1,1,,,,0,9,0
category_1,17287,w2,2,,,,0,13,0
category_1,17287,w3,3,,,,0,6,0
category_1,17287,w4,4,,,,0,15,0
category_1,17287,w1,5,0.1,63,70,1,22,7
category_1,17287,w2,6,0.1,63,70,1,15,7
category_1,17287,w3,7,0.1,63,70,1,13,7
category_1,17287,w4,8,0.1,63,70,1,15,7
category_1,17287,w1,9,0.1,63,70,1,29,7
category_1,17287,w2,10,0.1,63,70,1,23,7
category_1,17287,w3,11,0.1,63,70,1,7,7
category_1,17287,w4,12,0.1,63,70,1,19,7
category_1,17287,w1,13,0.1,63,70,1,15,7
category_1,17287,w2,14,,,,0,26,0
category_1,17287,w3,15,,,,0,20,0
category_1,17287,w4,16,,,,0,26,0
category_1,17287,w1,17,,,,0,57,0
category_1,17287,w2,18,0.1,63,70,1,41,7
category_1,17287,w3,19,0.1,63,70,1,9,7
category_1,17287,w4,20,0.1,63,70,1,53,7
category_1,17296,w1,1,,,,0,233,0
category_1,17296,w2,2,,,,0,384,0
category_1,17296,w3,3,,,,0,371,0
category_1,17296,w4,4,,,,0,396,0
category_1,17296,w1,5,0.15,59.5,70,1,596,10.5
category_1,17296,w2,6,0.15,59.5,70,1,535,10.5
category_1,17296,w3,7,0.15,59.5,70,1,597,10.5
category_1,17296,w4,8,0.15,59.5,70,1,630,10.5
category_1,17296,w1,9,,,,0,390,0
category_1,17296,w2,10,,,,0,458,0
category_1,17296,w3,11,,,,0,650,0
category_1,17296,w4,12,,,,0,566,0
category_1,17296,w1,13,,,,0,399,0
category_1,17296,w2,14,,,,0,560,0
category_1,17296,w3,15,,,,0,667,0
category_1,17296,w4,16,,,,0,908,0
category_1,17296,w1,17,,,,0,298,0
category_1,17296,w2,18,,,,0,419,0
category_1,17296,w3,19,,,,0,471,0
category_1,17296,w4,20,,,,0,355,0
category_2,20824,w1,1,,,,0,136,0
category_2,20824,w2,2,,,,0,104,0
category_2,20824,w3,3,,,,0,144,0
category_2,20824,w4,4,,,,0,102,0
category_2,20824,w1,5,,,,0,115,0
category_2,20824,w2,6,0.1,67.5,75,1,333,7.5
category_2,20824,w3,7,,,,0,116,0
category_2,20824,w4,8,,,,0,143,0
category_2,20824,w1,9,,,,0,134,0
category_2,20824,w2,10,,,,0,116,0
category_2,20824,w3,11,,,,0,108,0
category_2,20824,w4,12,,,,0,123,0
category_2,20824,w1,13,,,,0,99,0
category_2,20824,w2,14,,,,0,97,0
category_2,20824,w3,15,,,,0,132,0
category_2,20824,w4,16,,,,0,103,0
category_2,20824,w1,17,,,,0,115,0
category_2,20824,w2,18,,,,0,125,0
category_2,20824,w3,19,,,,0,131,0
category_2,20824,w4,20,,,,0,132,0
category_4,23200,w1,1,,,,0,8,0
category_4,23200,w2,2,,,,0,17,0
category_4,23200,w3,3,,,,0,26,0
category_4,23200,w4,4,,,,0,10,0
category_4,23200,w1,5,0.25,217.5,290,1,94,72.5
category_4,23200,w2,6,0.25,217.5,290,1,84,72.5
category_4,23200,w3,7,0.1,261,290,1,37,29
category_4,23200,w4,8,0.1,261,290,1,41,29
category_4,23200,w1,9,0.3,203,290,1,168,87
category_4,23200,w2,10,0.3,203,290,1,197,87
category_4,23200,w3,11,0.3,203,290,1,210,87
category_4,23200,w4,12,0.1,261,290,1,34,29
category_4,23200,w1,13,0.25,217.5,290,1,101,72.5
category_4,23200,w2,14,,,,0,46,0
category_4,23200,w3,15,,,,0,0,0
category_4,23200,w4,16,,,,0,0,0
category_4,23200,w1,17,,,,0,0,0
category_4,23200,w2,18,,,,0,0,0
category_4,23200,w3,19,,,,0,0,0
category_4,23200,w4,20,0.1,288,320,1,36,32
category_2,23569,w1,1,,,,0,22,0
category_2,23569,w2,2,,,,0,6,0
category_2,23569,w3,3,,,,0,12,0
category_2,23569,w4,4,,,,0,11,0
category_2,23569,w1,5,0.1,67.5,75,1,13,7.5
category_2,23569,w2,6,0.1,72,80,1,50,8
category_2,23569,w3,7,0.1,72,80,1,42,8
category_2,23569,w4,8,0.1,72,80,1,23,8
category_2,23569,w1,9,,,,0,22,0
category_2,23569,w2,10,,,,0,20,0
category_2,23569,w3,11,,,,0,21,0
category_2,23569,w4,12,,,,0,16,0
category_2,23569,w1,13,,,,0,19,0
category_2,23569,w2,14,,,,0,14,0
category_2,23569,w3,15,,,,0,22,0
category_2,23569,w4,16,,,,0,16,0
category_2,23569,w1,17,,,,0,29,0
category_2,23569,w2,18,,,,0,19,0
category_2,23569,w3,19,,,,0,18,0
category_2,23569,w4,20,,,,0,16,0
category_1,24136,w1,1,0.1,63,70,1,39,7
category_1,24136,w2,2,0.1,63,70,1,24,7
category_1,24136,w3,3,0.1,63,70,1,141,7
category_1,24136,w4,4,0.1,63,70,1,36,7
category_1,24136,w1,5,,,,0,40,0
category_1,24136,w2,6,,,,0,14,0
category_1,24136,w3,7,,,,0,13,0
category_1,24136,w4,8,,,,0,16,0
category_1,24136,w1,9,,,,0,21,0
category_1,24136,w2,10,,,,0,28,0
category_1,24136,w3,11,,,,0,21,0
category_1,24136,w4,12,,,,0,22,0
category_1,24136,w1,13,,,,0,30,0
category_1,24136,w2,14,,,,0,14,0
category_1,24136,w3,15,,,,0,45,0
category_1,24136,w4,16,,,,0,36,0
category_1,24136,w1,17,,,,0,54,0
category_1,24136,w2,18,,,,0,13,0
category_1,24136,w3,19,,,,0,21,0
category_1,24136,w4,20,,,,0,23,0
category_2,30877,w1,1,,,,0,56,0
category_2,30877,w2,2,,,,0,55,0
category_2,30877,w3,3,,,,0,61,0
category_2,30877,w4,4,,,,0,52,0
category_2,30877,w1,5,,,,0,52,0
category_2,30877,w2,6,0.1,63,70,1,158,7
category_2,30877,w3,7,,,,0,40,0
category_2,30877,w4,8,,,,0,56,0
category_2,30877,w1,9,,,,0,87,0
category_2,30877,w2,10,0.1,63,70,1,122,7
category_2,30877,w3,11,,,,0,49,0
category_2,30877,w4,12,,,,0,66,0
category_2,30877,w1,13,,,,0,51,0
category_2,30877,w2,14,,,,0,33,0
category_2,30877,w3,15,,,,0,76,0
category_2,30877,w4,16,,,,0,71,0
category_2,30877,w1,17,0.1,63,70,1,138,7
category_2,30877,w2,18,,,,0,75,0
category_2,30877,w3,19,,,,0,70,0
category_2,30877,w4,20,,,,0,94,0
category_2,32245,w1,1,,,,0,49,0
category_2,32245,w2,2,,,,0,32,0
category_2,32245,w3,3,,,,0,38,0
category_2,32245,w4,4,,,,0,35,0
category_2,32245,w1,5,,,,0,21,0
category_2,32245,w2,6,,,,0,28,0
category_2,32245,w3,7,,,,0,39,0
category_2,32245,w4,8,,,,0,30,0
category_2,32245,w1,9,,,,0,34,0
category_2,32245,w2,10,,,,0,51,0
category_2,32245,w3,11,,,,0,22,0
category_2,32245,w4,12,,,,0,47,0
category_2,32245,w1,13,,,,0,40,0
category_2,32245,w2,14,,,,0,77,0
category_2,32245,w3,15,,,,0,16,0
category_2,32245,w4,16,,,,0,65,0
category_2,32245,w1,17,,,,0,41,0
category_2,32245,w2,18,,,,0,29,0
category_2,32245,w3,19,,,,0,68,0
category_2,32245,w4,20,,,,0,39,0
category_1,35449,w1,1,,,,0,2,0
category_1,35449,w2,2,,,,0,3,0
category_1,35449,w3,3,,,,0,4,0
category_1,35449,w4,4,,,,0,5,0
category_1,35449,w1,5,,,,0,6,0
category_1,35449,w2,6,,,,0,3,0
category_1,35449,w3,7,,,,0,8,0
category_1,35449,w4,8,,,,0,22,0
category_1,35449,w1,9,,,,0,7,0
category_1,35449,w2,10,,,,0,27,0
category_1,35449,w3,11,,,,0,13,0
category_1,35449,w4,12,,,,0,26,0
category_1,35449,w1,13,,,,0,3,0
category_1,35449,w2,14,,,,0,6,0
category_1,35449,w3,15,,,,0,17,0
category_1,35449,w4,16,,,,0,11,0
category_1,35449,w1,17,,,,0,12,0
category_1,35449,w2,18,,,,0,28,0
category_1,35449,w3,19,,,,0,31,0
category_1,35449,w4,20,,,,0,6,0
category_1,35530,w1,1,0.15,51,60,1,14,9
category_1,35530,w2,2,0.15,51,60,1,26,9
category_1,35530,w3,3,0.15,51,60,1,10,9
category_1,35530,w4,4,0.15,51,60,1,7,9
category_1,35530,w1,5,,,,0,13,0
category_1,35530,w2,6,,,,0,15,0
category_1,35530,w3,7,,,,0,7,0
category_1,35530,w4,8,,,,0,19,0
category_1,35530,w1,9,,,,0,5,0
category_1,35530,w2,10,,,,0,24,0
category_1,35530,w3,11,,,,0,6,0
category_1,35530,w4,12,,,,0,14,0
category_1,35530,w1,13,,,,0,7,0
category_1,35530,w2,14,,,,0,12,0
category_1,35530,w3,15,,,,0,23,0
category_1,35530,w4,16,,,,0,11,0
category_1,35530,w1,17,,,,0,15,0
category_1,35530,w2,18,,,,0,2,0
category_1,35530,w3,19,,,,0,21,0
category_1,35530,w4,20,,,,0,10,0
category_1,35584,w1,1,,,,0,5,0
category_1,35584,w2,2,,,,0,6,0
category_1,35584,w3,3,,,,0,4,0
category_1,35584,w4,4,,,,0,5,0
category_1,35584,w1,5,,,,0,6,0
category_1,35584,w2,6,,,,0,1,0
category_1,35584,w3,7,,,,0,2,0
category_1,35584,w4,8,,,,0,5,0
category_1,35584,w1,9,,,,0,6,0
category_1,35584,w2,10,,,,0,9,0
category_1,35584,w3,11,,,,0,6,0
category_1,35584,w4,12,,,,0,24,0
category_1,35584,w1,13,,,,0,8,0
category_1,35584,w2,14,,,,0,3,0
category_1,35584,w3,15,,,,0,13,0
category_1,35584,w4,16,,,,0,11,0
category_1,35584,w1,17,,,,0,7,0
category_1,35584,w2,18,,,,0,4,0
category_1,35584,w3,19,,,,0,8,0
category_1,35584,w4,20,,,,0,8,0
category_1,36898,w1,1,,,,0,54,0
category_1,36898,w2,2,,,,0,37,0
category_1,36898,w3,3,,,,0,84,0
category_1,36898,w4,4,,,,0,79,0
category_1,36898,w1,5,,,,0,82,0
category_1,36898,w2,6,,,,0,50,0
category_1,36898,w3,7,,,,0,65,0
category_1,36898,w4,8,,,,0,71,0
category_1,36898,w1,9,,,,0,81,0
category_1,36898,w2,10,,,,0,71,0
category_1,36898,w3,11,,,,0,69,0
category_1,36898,w4,12,,,,0,69,0
category_1,36898,w1,13,,,,0,70,0
category_1,36898,w2,14,,,,0,91,0
category_1,36898,w3,15,,,,0,100,0
category_1,36898,w4,16,,,,0,133,0
category_1,36898,w1,17,,,,0,58,0
category_1,36898,w2,18,,,,0,68,0
category_1,36898,w3,19,,,,0,74,0
category_1,36898,w4,20,,,,0,72,0
category_1,37510,w1,1,,,,0,12,0
category_1,37510,w2,2,,,,0,4,0
category_1,37510,w3,3,,,,0,6,0
category_1,37510,w4,4,,,,0,8,0
category_1,37510,w1,5,,,,0,16,0
category_1,37510,w2,6,,,,0,3,0
category_1,37510,w3,7,,,,0,4,0
category_1,37510,w4,8,,,,0,3,0
category_1,37510,w1,9,,,,0,4,0
category_1,37510,w2,10,,,,0,8,0
category_1,37510,w3,11,,,,0,10,0
category_1,37510,w4,12,,,,0,5,0
category_1,37510,w1,13,,,,0,4,0
category_1,37510,w2,14,,,,0,3,0
category_1,37510,w3,15,,,,0,12,0
category_1,37510,w4,16,,,,0,7,0
category_1,37510,w1,17,,,,0,4,0
category_1,37510,w2,18,,,,0,9,0
category_1,37510,w3,19,,,,0,12,0
category_1,37510,w4,20,,,,0,5,0
category_3,37861,w1,1,,,,0,140,0
category_3,37861,w2,2,,,,0,163,0
category_3,37861,w3,3,,,,0,81,0
category_3,37861,w4,4,,,,0,81,0
category_3,37861,w1,5,0.1,40.5,45,1,150,4.5
category_3,37861,w2,6,0.1,45,50,1,110,5
category_3,37861,w3,7,0.1,45,50,1,96,5
category_3,37861,w4,8,0.1,45,50,1,92,5
category_3,37861,w1,9,,,,0,154,0
category_3,37861,w2,10,,,,0,121,0
category_3,37861,w3,11,,,,0,100,0
category_3,37861,w4,12,,,,0,108,0
category_3,37861,w1,13,,,,0,157,0
category_3,37861,w2,14,,,,0,164,0
category_3,37861,w3,15,,,,0,167,0
category_3,37861,w4,16,,,,0,129,0
category_3,37861,w1,17,,,,0,139,0
category_3,37861,w2,18,,,,0,285,0
category_3,37861,w3,19,,,,0,190,0
category_3,37861,w4,20,,,,0,193,0
category_1,38518,w1,1,,,,0,31,0
category_1,38518,w2,2,,,,0,6,0
category_1,38518,w3,3,,,,0,12,0
category_1,38518,w4,4,,,,0,21,0
category_1,38518,w1,5,,,,0,7,0
category_1,38518,w2,6,,,,0,8,0
category_1,38518,w3,7,,,,0,7,0
category_1,38518,w4,8,,,,0,10,0
category_1,38518,w1,9,,,,0,19,0
category_1,38518,w2,10,,,,0,18,0
category_1,38518,w3,11,,,,0,32,0
category_1,38518,w4,12,,,,0,13,0
category_1,38518,w1,13,,,,0,12,0
category_1,38518,w2,14,,,,0,26,0
category_1,38518,w3,15,,,,0,23,0
category_1,38518,w4,16,,,,0,18,0
category_1,38518,w1,17,,,,0,10,0
category_1,38518,w2,18,,,,0,18,0
category_1,38518,w3,19,,,,0,24,0
category_1,38518,w4,20,,,,0,37,0
category_2,39436,w1,1,0.25,52.5,70,1,239,17.5
category_2,39436,w2,2,0.25,52.5,70,1,151,17.5
category_2,39436,w3,3,,,,0,21,0
category_2,39436,w4,4,,,,0,22,0
category_2,39436,w1,5,,,,0,20,0
category_2,39436,w2,6,,,,0,16,0
category_2,39436,w3,7,,,,0,15,0
category_2,39436,w4,8,,,,0,7,0
category_2,39436,w1,9,,,,0,13,0
category_2,39436,w2,10,,,,0,8,0
category_2,39436,w3,11,,,,0,21,0
category_2,39436,w4,12,,,,0,18,0
category_2,39436,w1,13,,,,0,13,0
category_2,39436,w2,14,,,,0,17,0
category_2,39436,w3,15,,,,0,19,0
category_2,39436,w4,16,,,,0,16,0
category_2,39436,w1,17,,,,0,18,0
category_2,39436,w2,18,,,,0,19,0
category_2,39436,w3,19,,,,0,18,0
category_2,39436,w4,20,,,,0,25,0
category_2,40759,w1,1,,,,0,66,0
category_2,40759,w2,2,,,,0,57,0
category_2,40759,w3,3,,,,0,41,0
category_2,40759,w4,4,,,,0,54,0
category_2,40759,w1,5,0.1,243,270,1,82,27
category_2,40759,w2,6,,,,0,27,0
category_2,40759,w3,7,,,,0,44,0
category_2,40759,w4,8,,,,0,33,0
category_2,40759,w1,9,,,,0,66,0
category_2,40759,w2,10,,,,0,75,0
category_2,40759,w3,11,,,,0,114,0
category_2,40759,w4,12,0.1,243,270,1,156,27
category_2,40759,w1,13,,,,0,80,0
category_2,40759,w2,14,,,,0,56,0
category_2,40759,w3,15,,,,0,55,0
category_2,40759,w4,16,,,,0,41,0
category_2,40759,w1,17,,,,0,48,0
category_2,40759,w2,18,,,,0,62,0
category_2,40759,w3,19,,,,0,36,0
category_2,40759,w4,20,,,,0,37,0
category_2,41830,w1,1,,,,0,13,0
category_2,41830,w2,2,,,,0,14,0
category_2,41830,w3,3,,,,0,12,0
category_2,41830,w4,4,,,,0,15,0
category_2,41830,w1,5,,,,0,18,0
category_2,41830,w2,6,,,,0,5,0
category_2,41830,w3,7,,,,0,11,0
category_2,41830,w4,8,0.1,225,250,1,37,25
category_2,41830,w1,9,,,,0,18,0
category_2,41830,w2,10,,,,0,12,0
category_2,41830,w3,11,,,,0,18,0
category_2,41830,w4,12,,,,0,19,0
category_2,41830,w1,13,,,,0,17,0
category_2,41830,w2,14,,,,0,27,0
category_2,41830,w3,15,,,,0,16,0
category_2,41830,w4,16,,,,0,15,0
category_2,41830,w1,17,,,,0,16,0
category_2,41830,w2,18,,,,0,17,0
category_2,41830,w3,19,,,,0,14,0
category_2,41830,w4,20,,,,0,24,0
category_1,42424,w1,1,,,,0,29,0
category_1,42424,w2,2,,,,0,33,0
category_1,42424,w3,3,,,,0,16,0
category_1,42424,w4,4,,,,0,12,0
category_1,42424,w1,5,,,,0,26,0
category_1,42424,w2,6,,,,0,24,0
category_1,42424,w3,7,,,,0,19,0
category_1,42424,w4,8,,,,0,32,0
category_1,42424,w1,9,,,,0,30,0
category_1,42424,w2,10,,,,0,40,0
category_1,42424,w3,11,,,,0,53,0
category_1,42424,w4,12,,,,0,72,0
category_1,42424,w1,13,,,,0,27,0
category_1,42424,w2,14,,,,0,34,0
category_1,42424,w3,15,,,,0,54,0
category_1,42424,w4,16,,,,0,49,0
category_1,42424,w1,17,,,,0,46,0
category_1,42424,w2,18,,,,0,42,0
category_1,42424,w3,19,,,,0,67,0
category_1,42424,w4,20,,,,0,36,0
category_1,42496,w1,1,,,,0,29,0
category_1,42496,w2,2,,,,0,9,0
category_1,42496,w3,3,,,,0,27,0
category_1,42496,w4,4,,,,0,32,0
category_1,42496,w1,5,,,,0,30,0
category_1,42496,w2,6,,,,0,37,0
category_1,42496,w3,7,,,,0,23,0
category_1,42496,w4,8,,,,0,15,0
category_1,42496,w1,9,,,,0,42,0
category_1,42496,w2,10,,,,0,36,0
category_1,42496,w3,11,,,,0,96,0
category_1,42496,w4,12,,,,0,32,0
category_1,42496,w1,13,,,,0,47,0
category_1,42496,w2,14,,,,0,38,0
category_1,42496,w3,15,,,,0,43,0
category_1,42496,w4,16,,,,0,32,0
category_1,42496,w1,17,,,,0,31,0
category_1,42496,w2,18,,,,0,62,0
category_1,42496,w3,19,,,,0,24,0
category_1,42496,w4,20,,,,0,36,0
category_2,43630,w1,1,,,,0,27,0
category_2,43630,w2,2,,,,0,19,0
category_2,43630,w3,3,,,,0,27,0
category_2,43630,w4,4,,,,0,20,0
category_2,43630,w1,5,,,,0,35,0
category_2,43630,w2,6,,,,0,25,0
category_2,43630,w3,7,,,,0,27,0
category_2,43630,w4,8,,,,0,27,0
category_2,43630,w1,9,,,,0,33,0
category_2,43630,w2,10,,,,0,42,0
category_2,43630,w3,11,,,,0,19,0
category_2,43630,w4,12,,,,0,23,0
category_2,43630,w1,13,,,,0,19,0
category_2,43630,w2,14,,,,0,22,0
category_2,43630,w3,15,,,,0,27,0
category_2,43630,w4,16,,,,0,33,0
category_2,43630,w1,17,,,,0,43,0
category_2,43630,w2,18,,,,0,43,0
category_2,43630,w3,19,,,,0,39,0
category_2,43630,w4,20,,,,0,33,0
category_1,43657,w1,1,,,,0,10,0
category_1,43657,w2,2,,,,0,7,0
category_1,43657,w3,3,,,,0,3,0
category_1,43657,w4,4,,,,0,4,0
category_1,43657,w1,5,,,,0,6,0
category_1,43657,w2,6,,,,0,15,0
category_1,43657,w3,7,,,,0,10,0
category_1,43657,w4,8,,,,0,6,0
category_1,43657,w1,9,,,,0,5,0
category_1,43657,w2,10,,,,0,10,0
category_1,43657,w3,11,,,,0,8,0
category_1,43657,w4,12,,,,0,10,0
category_1,43657,w1,13,,,,0,13,0
category_1,43657,w2,14,,,,0,6,0
category_1,43657,w3,15,,,,0,12,0
category_1,43657,w4,16,,,,0,7,0
category_1,43657,w1,17,,,,0,6,0
category_1,43657,w2,18,,,,0,12,0
category_1,43657,w3,19,,,,0,19,0
category_1,43657,w4,20,,,,0,17,0
category_1,43738,w1,1,,,,0,16,0
category_1,43738,w2,2,,,,0,14,0
category_1,43738,w3,3,,,,0,8,0
category_1,43738,w4,4,,,,0,7,0
category_1,43738,w1,5,,,,0,13,0
category_1,43738,w2,6,,,,0,5,0
category_1,43738,w3,7,,,,0,11,0
category_1,43738,w4,8,,,,0,22,0
category_1,43738,w1,9,,,,0,20,0
category_1,43738,w2,10,,,,0,20,0
category_1,43738,w3,11,,,,0,18,0
category_1,43738,w4,12,,,,0,34,0
category_1,43738,w1,13,,,,0,8,0
category_1,43738,w2,14,,,,0,7,0
category_1,43738,w3,15,,,,0,40,0
category_1,43738,w4,16,,,,0,32,0
category_1,43738,w1,17,,,,0,18,0
category_1,43738,w2,18,,,,0,17,0
category_1,43738,w3,19,,,,0,29,0
category_1,43738,w4,20,,,,0,19,0
category_1,48940,w1,1,,,,0,12,0
category_1,48940,w2,2,,,,0,12,0
category_1,48940,w3,3,,,,0,7,0
category_1,48940,w4,4,,,,0,10,0
category_1,48940,w1,5,,,,0,14,0
category_1,48940,w2,6,,,,0,9,0
category_1,48940,w3,7,,,,0,11,0
category_1,48940,w4,8,,,,0,29,0
category_1,48940,w1,9,,,,0,11,0
category_1,48940,w2,10,,,,0,6,0
category_1,48940,w3,11,,,,0,9,0
category_1,48940,w4,12,,,,0,23,0
category_1,48940,w1,13,,,,0,16,0
category_1,48940,w2,14,,,,0,17,0
category_1,48940,w3,15,,,,0,34,0
category_1,48940,w4,16,,,,0,5,0
category_1,48940,w1,17,,,,0,20,0
category_1,48940,w2,18,,,,0,26,0
category_1,48940,w3,19,,,,0,19,0
category_1,48940,w4,20,,,,0,23,0
category_2,50785,w1,1,,,,0,18,0
category_2,50785,w2,2,,,,0,11,0
category_2,50785,w3,3,,,,0,5,0
category_2,50785,w4,4,,,,0,16,0
category_2,50785,w1,5,,,,0,34,0
category_2,50785,w2,6,,,,0,16,0
category_2,50785,w3,7,,,,0,11,0
category_2,50785,w4,8,0.1,58.5,65,1,29,6.5
category_2,50785,w1,9,,,,0,14,0
category_2,50785,w2,10,,,,0,15,0
category_2,50785,w3,11,,,,0,12,0
category_2,50785,w4,12,,,,0,4,0
category_2,50785,w1,13,,,,0,5,0
category_2,50785,w2,14,,,,0,8,0
category_2,50785,w3,15,,,,0,18,0
category_2,50785,w4,16,,,,0,8,0
category_2,50785,w1,17,0.1,58.5,65,1,51,6.5
category_2,50785,w2,18,,,,0,14,0
category_2,50785,w3,19,,,,0,5,0
category_2,50785,w4,20,0.1,58.5,65,1,99,6.5
category_2,59749,w1,1,,,,0,47,0
category_2,59749,w2,2,,,,0,43,0
category_2,59749,w3,3,,,,0,38,0
category_2,59749,w4,4,,,,0,41,0
category_2,59749,w1,5,,,,0,33,0
category_2,59749,w2,6,,,,0,37,0
category_2,59749,w3,7,,,,0,35,0
category_2,59749,w4,8,,,,0,38,0
category_2,59749,w1,9,,,,0,37,0
category_2,59749,w2,10,0.1,180,200,1,76,20
category_2,59749,w3,11,,,,0,76,0
category_2,59749,w4,12,,,,0,95,0
category_2,59749,w1,13,,,,0,89,0
category_2,59749,w2,14,,,,0,66,0
category_2,59749,w3,15,,,,0,56,0
category_2,59749,w4,16,,,,0,34,0
category_2,59749,w1,17,,,,0,56,0
category_2,59749,w2,18,,,,0,37,0
category_2,59749,w3,19,,,,0,31,0
category_2,59749,w4,20,,,,0,33,0
category_2,65788,w1,1,0.1,207,230,1,50,23
category_2,65788,w2,2,0.1,207,230,1,51,23
category_2,65788,w3,3,0.1,207,230,1,57,23
category_2,65788,w4,4,0.1,207,230,1,51,23
category_2,65788,w1,5,,,,0,4,0
category_2,65788,w2,6,,,,0,6,0
category_2,65788,w3,7,,,,0,12,0
category_2,65788,w4,8,,,,0,7,0
category_2,65788,w1,9,,,,0,16,0
category_2,65788,w2,10,,,,0,10,0
category_2,65788,w3,11,,,,0,17,0
category_2,65788,w4,12,,,,0,8,0
category_2,65788,w1,13,,,,0,10,0
category_2,65788,w2,14,,,,0,9,0
category_2,65788,w3,15,,,,0,12,0
category_2,65788,w4,16,,,,0,10,0
category_2,65788,w1,17,,,,0,12,0
category_2,65788,w2,18,,,,0,12,0
category_2,65788,w3,19,,,,0,7,0
category_2,65788,w4,20,,,,0,13,0
category_2,75886,w1,1,,,,0,17,0
