CategoryCode,ItemCode,Week,WeekID,DiscountValue,DiscountedPrice,SellingPrice,OnPromotion,WeeklySales
category_2,9925,w1,9,,,,0,12
category_2,9925,w2,10,,,,0,15
category_2,9925,w3,11,,,,0,13
category_2,9925,w4,12,,,,0,19
category_2,9925,w1,13,,,,0,20
category_2,9925,w2,14,,,,0,8
category_2,9925,w3,15,,,,0,11
category_2,9925,w4,16,,,,0,14
category_2,9925,w1,17,,,,0,12
category_2,9925,w2,18,,,,0,5
category_2,9925,w3,19,,,,0,23
category_2,9925,w4,20,,,,0,10
category_3,16936,w1,1,,,,0,31
category_3,16936,w2,2,,,,0,27
category_3,16936,w3,3,,,,0,31
category_3,16936,w4,4,,,,0,33
category_3,16936,w1,5,,,,0,27
category_3,16936,w2,6,,,,0,23
category_3,16936,w3,7,,,,0,15
category_3,16936,w4,8,,,,0,168
category_3,16936,w1,9,,,,0,36
category_3,16936,w2,10,,,,0,20
category_3,16936,w3,11,,,,0,25
category_3,16936,w4,12,,,,0,28
category_3,16936,w1,13,,,,0,50
category_3,16936,w2,14,,,,0,38
category_3,16936,w3,15,,,,0,85
category_3,16936,w4,16,,,,0,63
category_3,16936,w1,17,,,,0,64
category_3,16936,w2,18,,,,0,60
category_3,16936,w3,19,,,,0,33
category_3,16936,w4,20,,,,0,69
category_1,17287,w1,1,,,,0,9
category_1,17287,w2,2,,,,0,13
category_1,17287,w3,3,,,,0,6
category_1,17287,w4,4,,,,0,15
category_1,17287,w1,5,0.1,63.0,70.0,1,22
category_1,17287,w2,6,0.1,63.0,70.0,1,15
category_1,17287,w3,7,0.1,63.0,70.0,1,13
category_1,17287,w4,8,0.1,63.0,70.0,1,15
category_1,17287,w1,9,0.1,63.0,70.0,1,29
category_1,17287,w2,10,0.1,63.0,70.0,1,23
category_1,17287,w3,11,0.1,63.0,70.0,1,7
category_1,17287,w4,12,0.1,63.0,70.0,1,19
category_1,17287,w1,13,0.1,63.0,70.0,1,15
category_1,17287,w2,14,,,,0,26
category_1,17287,w3,15,,,,0,20
category_1,17287,w4,16,,,,0,26
category_1,17287,w1,17,,,,0,57
category_1,17287,w2,18,0.1,63.0,70.0,1,41
category_1,17287,w3,19,0.1,63.0,70.0,1,9
category_1,17287,w4,20,0.1,63.0,70.0,1,53
category_1,17296,w1,1,,,,0,233
category_1,17296,w2,2,,,,0,384
category_1,17296,w3,3,,,,0,371
category_1,17296,w4,4,,,,0,396
category_1,17296,w1,5,0.15,59.5,70.0,1,596
category_1,17296,w2,6,0.15,59.5,70.0,1,535
category_1,17296,w3,7,0.15,59.5,70.0,1,597
category_1,17296,w4,8,0.15,59.5,70.0,1,630
category_1,17296,w1,9,,,,0,390
category_1,17296,w2,10,,,,0,458
category_1,17296,w3,11,,,,0,650
category_1,17296,w4,12,,,,0,566
category_1,17296,w1,13,,,,0,399
category_1,17296,w2,14,,,,0,560
category_1,17296,w3,15,,,,0,667
category_1,17296,w4,16,,,,0,908
category_1,17296,w1,17,,,,0,298
category_1,17296,w2,18,,,,0,419
category_1,17296,w3,19,,,,0,471
category_1,17296,w4,20,,,,0,355
category_2,20824,w1,1,,,,0,136
category_2,20824,w2,2,,,,0,104
category_2,20824,w3,3,,,,0,144
category_2,20824,w4,4,,,,0,102
category_2,20824,w1,5,,,,0,115
category_2,20824,w2,6,0.1,67.5,75.0,1,333
category_2,20824,w3,7,,,,0,116
category_2,20824,w4,8,,,,0,143
category_2,20824,w1,9,,,,0,134
category_2,20824,w2,10,,,,0,116
category_2,20824,w3,11,,,,0,108
category_2,20824,w4,12,,,,0,123
category_2,20824,w1,13,,,,0,99
category_2,20824,w2,14,,,,0,97
category_2,20824,w3,15,,,,0,132
category_2,20824,w4,16,,,,0,103
category_2,20824,w1,17,,,,0,115
category_2,20824,w2,18,,,,0,125
category_2,20824,w3,19,,,,0,131
category_2,20824,w4,20,,,,0,132
category_4,23200,w1,1,,,,0,8
category_4,23200,w2,2,,,,0,17
category_4,23200,w3,3,,,,0,26
category_4,23200,w4,4,,,,0,10
category_4,23200,w1,5,0.25,217.5,290.0,1,94
category_4,23200,w2,6,0.25,217.5,290.0,1,84
category_4,23200,w3,7,0.1,261.0,290.0,1,37
category_4,23200,w4,8,0.1,261.0,290.0,1,41
category_4,23200,w1,9,0.3,203.0,290.0,1,168
category_4,23200,w2,10,0.3,203.0,290.0,1,197
category_4,23200,w3,11,0.3,203.0,290.0,1,210
category_4,23200,w4,12,0.1,261.0,290.0,1,34
category_4,23200,w1,13,0.25,217.5,290.0,1,101
category_4,23200,w2,14,,,,0,46
category_4,23200,w3,15,,,,0,0
category_4,23200,w4,16,,,,0,0
category_4,23200,w1,17,,,,0,0
category_4,23200,w2,18,,,,0,0
category_4,23200,w3,19,,,,0,0
category_4,23200,w4,20,0.1,288.0,320.0,1,36
category_2,23569,w1,1,,,,0,22
category_2,23569,w2,2,,,,0,6
category_2,23569,w3,3,,,,0,12
category_2,23569,w4,4,,,,0,11
category_2,23569,w1,5,0.1,67.5,75.0,1,13
category_2,23569,w2,6,0.1,72.0,80.0,1,50
category_2,23569,w3,7,0.1,72.0,80.0,1,42
category_2,23569,w4,8,0.1,72.0,80.0,1,23
category_2,23569,w1,9,,,,0,22
category_2,23569,w2,10,,,,0,20
category_2,23569,w3,11,,,,0,21
category_2,23569,w4,12,,,,0,16
category_2,23569,w1,13,,,,0,19
category_2,23569,w2,14,,,,0,14
category_2,23569,w3,15,,,,0,22
category_2,23569,w4,16,,,,0,16
category_2,23569,w1,17,,,,0,29
category_2,23569,w2,18,,,,0,19
category_2,23569,w3,19,,,,0,18
category_2,23569,w4,20,,,,0,16
category_1,24136,w1,1,0.1,63.0,70.0,1,39
category_1,24136,w2,2,0.1,63.0,70.0,1,24
category_1,24136,w3,3,0.1,63.0,70.0,1,141
category_1,24136,w4,4,0.1,63.0,70.0,1,36
category_1,24136,w1,5,,,,0,40
category_1,24136,w2,6,,,,0,14
category_1,24136,w3,7,,,,0,13
category_1,24136,w4,8,,,,0,16
category_1,24136,w1,9,,,,0,21
category_1,24136,w2,10,,,,0,28
category_1,24136,w3,11,,,,0,21
category_1,24136,w4,12,,,,0,22
category_1,24136,w1,13,,,,0,30
category_1,24136,w2,14,,,,0,14
category_1,24136,w3,15,,,,0,45
category_1,24136,w4,16,,,,0,36
category_1,24136,w1,17,,,,0,54
category_1,24136,w2,18,,,,0,13
category_1,24136,w3,19,,,,0,21
category_1,24136,w4,20,,,,0,23
category_2,30877,w1,1,,,,0,56
category_2,30877,w2,2,,,,0,55
category_2,30877,w3,3,,,,0,61
category_2,30877,w4,4,,,,0,52
category_2,30877,w1,5,,,,0,52
category_2,30877,w2,6,0.1,63.0,70.0,1,158
category_2,30877,w3,7,,,,0,40
category_2,30877,w4,8,,,,0,56
category_2,30877,w1,9,,,,0,87
category_2,30877,w2,10,0.1,63.0,70.0,1,122
category_2,30877,w3,11,,,,0,49
category_2,30877,w4,12,,,,0,66
category_2,30877,w1,13,,,,0,51
category_2,30877,w2,14,,,,0,33
category_2,30877,w3,15,,,,0,76
category_2,30877,w4,16,,,,0,71
category_2,30877,w1,17,0.1,63.0,70.0,1,138
category_2,30877,w2,18,,,,0,75
category_2,30877,w3,19,,,,0,70
category_2,30877,w4,20,,,,0,94
category_2,32245,w1,1,,,,0,49
category_2,32245,w2,2,,,,0,32
category_2,32245,w3,3,,,,0,38
category_2,32245,w4,4,,,,0,35
category_2,32245,w1,5,,,,0,21
category_2,32245,w2,6,,,,0,28
category_2,32245,w3,7,,,,0,39
category_2,32245,w4,8,,,,0,30
category_2,32245,w1,9,,,,0,34
category_2,32245,w2,10,,,,0,51
category_2,32245,w3,11,,,,0,22
category_2,32245,w4,12,,,,0,47
category_2,32245,w1,13,,,,0,40
category_2,32245,w2,14,,,,0,77
category_2,32245,w3,15,,,,0,16
category_2,32245,w4,16,,,,0,65
category_2,32245,w1,17,,,,0,41
category_2,32245,w2,18,,,,0,29
category_2,32245,w3,19,,,,0,68
category_2,32245,w4,20,,,,0,39
category_1,35449,w1,1,,,,0,2
category_1,35449,w2,2,,,,0,3
category_1,35449,w3,3,,,,0,4
category_1,35449,w4,4,,,,0,5
category_1,35449,w1,5,,,,0,6
category_1,35449,w2,6,,,,0,3
category_1,35449,w3,7,,,,0,8
category_1,35449,w4,8,,,,0,22
category_1,35449,w1,9,,,,0,7
category_1,35449,w2,10,,,,0,27
category_1,35449,w3,11,,,,0,13
category_1,35449,w4,12,,,,0,26
category_1,35449,w1,13,,,,0,3
category_1,35449,w2,14,,,,0,6
category_1,35449,w3,15,,,,0,17
category_1,35449,w4,16,,,,0,11
category_1,35449,w1,17,,,,0,12
category_1,35449,w2,18,,,,0,28
category_1,35449,w3,19,,,,0,31
category_1,35449,w4,20,,,,0,6
category_1,35530,w1,1,0.15,51.0,60.0,1,14
category_1,35530,w2,2,0.15,51.0,60.0,1,26
category_1,35530,w3,3,0.15,51.0,60.0,1,10
category_1,35530,w4,4,0.15,51.0,60.0,1,7
category_1,35530,w1,5,,,,0,13
category_1,35530,w2,6,,,,0,15
category_1,35530,w3,7,,,,0,7
category_1,35530,w4,8,,,,0,19
category_1,35530,w1,9,,,,0,5
category_1,35530,w2,10,,,,0,24
category_1,35530,w3,11,,,,0,6
category_1,35530,w4,12,,,,0,14
category_1,35530,w1,13,,,,0,7
category_1,35530,w2,14,,,,0,12
category_1,35530,w3,15,,,,0,23
category_1,35530,w4,16,,,,0,11
category_1,35530,w1,17,,,,0,15
category_1,35530,w2,18,,,,0,2
category_1,35530,w3,19,,,,0,21
category_1,35530,w4,20,,,,0,10
category_1,35584,w1,1,,,,0,5
category_1,35584,w2,2,,,,0,6
category_1,35584,w3,3,,,,0,4
category_1,35584,w4,4,,,,0,5
category_1,35584,w1,5,,,,0,6
category_1,35584,w2,6,,,,0,1
category_1,35584,w3,7,,,,0,2
category_1,35584,w4,8,,,,0,5
category_1,35584,w1,9,,,,0,6
category_1,35584,w2,10,,,,0,9
category_1,35584,w3,11,,,,0,6
category_1,35584,w4,12,,,,0,24
category_1,35584,w1,13,,,,0,8
category_1,35584,w2,14,,,,0,3
category_1,35584,w3,15,,,,0,13
category_1,35584,w4,16,,,,0,11
category_1,35584,w1,17,,,,0,7
category_1,35584,w2,18,,,,0,4
category_1,35584,w3,19,,,,0,8
category_1,35584,w4,20,,,,0,8
category_1,36898,w1,1,,,,0,54
category_1,36898,w2,2,,,,0,37
category_1,36898,w3,3,,,,0,84
category_1,36898,w4,4,,,,0,79
category_1,36898,w1,5,,,,0,82
category_1,36898,w2,6,,,,0,50
category_1,36898,w3,7,,,,0,65
category_1,36898,w4,8,,,,0,71
category_1,36898,w1,9,,,,0,81
category_1,36898,w2,10,,,,0,71
category_1,36898,w3,11,,,,0,69
category_1,36898,w4,12,,,,0,69
category_1,36898,w1,13,,,,0,70
category_1,36898,w2,14,,,,0,91
category_1,36898,w3,15,,,,0,100
category_1,36898,w4,16,,,,0,133
category_1,36898,w1,17,,,,0,58
category_1,36898,w2,18,,,,0,68
category_1,36898,w3,19,,,,0,74
category_1,36898,w4,20,,,,0,72
category_1,37510,w1,1,,,,0,12
category_1,37510,w2,2,,,,0,4
category_1,37510,w3,3,,,,0,6
category_1,37510,w4,4,,,,0,8
category_1,37510,w1,5,,,,0,16
category_1,37510,w2,6,,,,0,3
category_1,37510,w3,7,,,,0,4
category_1,37510,w4,8,,,,0,3
category_1,37510,w1,9,,,,0,4
category_1,37510,w2,10,,,,0,8
category_1,37510,w3,11,,,,0,10
category_1,37510,w4,12,,,,0,5
category_1,37510,w1,13,,,,0,4
category_1,37510,w2,14,,,,0,3
category_1,37510,w3,15,,,,0,12
category_1,37510,w4,16,,,,0,7
category_1,37510,w1,17,,,,0,4
category_1,37510,w2,18,,,,0,9
category_1,37510,w3,19,,,,0,12
category_1,37510,w4,20,,,,0,5
category_3,37861,w1,1,,,,0,140
category_3,37861,w2,2,,,,0,163
category_3,37861,w3,3,,,,0,81
category_3,37861,w4,4,,,,0,81
category_3,37861,w1,5,0.1,40.5,45.0,1,150
category_3,37861,w2,6,0.1,45.0,50.0,1,110
category_3,37861,w3,7,0.1,45.0,50.0,1,96
category_3,37861,w4,8,0.1,45.0,50.0,1,92
category_3,37861,w1,9,,,,0,154
category_3,37861,w2,10,,,,0,121
category_3,37861,w3,11,,,,0,100
category_3,37861,w4,12,,,,0,108
category_3,37861,w1,13,,,,0,157
category_3,37861,w2,14,,,,0,164
category_3,37861,w3,15,,,,0,167
category_3,37861,w4,16,,,,0,129
category_3,37861,w1,17,,,,0,139
category_3,37861,w2,18,,,,0,285
category_3,37861,w3,19,,,,0,190
category_3,37861,w4,20,,,,0,193
category_1,38518,w1,1,,,,0,31
category_1,38518,w2,2,,,,0,6
category_1,38518,w3,3,,,,0,12
category_1,38518,w4,4,,,,0,21
category_1,38518,w1,5,,,,0,7
category_1,38518,w2,6,,,,0,8
category_1,38518,w3,7,,,,0,7
category_1,38518,w4,8,,,,0,10
category_1,38518,w1,9,,,,0,19
category_1,38518,w2,10,,,,0,18
category_1,38518,w3,11,,,,0,32
category_1,38518,w4,12,,,,0,13
category_1,38518,w1,13,,,,0,12
category_1,38518,w2,14,,,,0,26
category_1,38518,w3,15,,,,0,23
category_1,38518,w4,16,,,,0,18
category_1,38518,w1,17,,,,0,10
category_1,38518,w2,18,,,,0,18
category_1,38518,w3,19,,,,0,24
category_1,38518,w4,20,,,,0,37
category_2,39436,w1,1,0.25,52.5,70.0,1,239
category_2,39436,w2,2,0.25,52.5,70.0,1,151
category_2,39436,w3,3,,,,0,21
category_2,39436,w4,4,,,,0,22
category_2,39436,w1,5,,,,0,20
category_2,39436,w2,6,,,,0,16
category_2,39436,w3,7,,,,0,15
category_2,39436,w4,8,,,,0,7
category_2,39436,w1,9,,,,0,13
category_2,39436,w2,10,,,,0,8
category_2,39436,w3,11,,,,0,21
category_2,39436,w4,12,,,,0,18
category_2,39436,w1,13,,,,0,13
category_2,39436,w2,14,,,,0,17
category_2,39436,w3,15,,,,0,19
category_2,39436,w4,16,,,,0,16
category_2,39436,w1,17,,,,0,18
category_2,39436,w2,18,,,,0,19
category_2,39436,w3,19,,,,0,18
category_2,39436,w4,20,,,,0,25
category_2,40759,w1,1,,,,0,66
category_2,40759,w2,2,,,,0,57
category_2,40759,w3,3,,,,0,41
category_2,40759,w4,4,,,,0,54
category_2,40759,w1,5,0.1,243.0,270.0,1,82
category_2,40759,w2,6,,,,0,27
category_2,40759,w3,7,,,,0,44
category_2,40759,w4,8,,,,0,33
category_2,40759,w1,9,,,,0,66
category_2,40759,w2,10,,,,0,75
category_2,40759,w3,11,,,,0,114
category_2,40759,w4,12,0.1,243.0,270.0,1,156
category_2,40759,w1,13,,,,0,80
category_2,40759,w2,14,,,,0,56
category_2,40759,w3,15,,,,0,55
category_2,40759,w4,16,,,,0,41
category_2,40759,w1,17,,,,0,48
category_2,40759,w2,18,,,,0,62
category_2,40759,w3,19,,,,0,36
category_2,40759,w4,20,,,,0,37
category_2,41830,w1,1,,,,0,13
category_2,41830,w2,2,,,,0,14
category_2,41830,w3,3,,,,0,12
category_2,41830,w4,4,,,,0,15
category_2,41830,w1,5,,,,0,18
category_2,41830,w2,6,,,,0,5
category_2,41830,w3,7,,,,0,11
category_2,41830,w4,8,0.1,225.0,250.0,1,37
category_2,41830,w1,9,,,,0,18
category_2,41830,w2,10,,,,0,12
category_2,41830,w3,11,,,,0,18
category_2,41830,w4,12,,,,0,19
category_2,41830,w1,13,,,,0,17
category_2,41830,w2,14,,,,0,27
category_2,41830,w3,15,,,,0,16
category_2,41830,w4,16,,,,0,15
category_2,41830,w1,17,,,,0,16
category_2,41830,w2,18,,,,0,17
category_2,41830,w3,19,,,,0,14
category_2,41830,w4,20,,,,0,24
category_1,42424,w1,1,,,,0,29
category_1,42424,w2,2,,,,0,33
category_1,42424,w3,3,,,,0,16
category_1,42424,w4,4,,,,0,12
category_1,42424,w1,5,,,,0,26
category_1,42424,w2,6,,,,0,24
category_1,42424,w3,7,,,,0,19
category_1,42424,w4,8,,,,0,32
category_1,42424,w1,9,,,,0,30
category_1,42424,w2,10,,,,0,40
category_1,42424,w3,11,,,,0,53
category_1,42424,w4,12,,,,0,72
category_1,42424,w1,13,,,,0,27
category_1,42424,w2,14,,,,0,34
category_1,42424,w3,15,,,,0,54
category_1,42424,w4,16,,,,0,49
category_1,42424,w1,17,,,,0,46
category_1,42424,w2,18,,,,0,42
category_1,42424,w3,19,,,,0,67
category_1,42424,w4,20,,,,0,36
category_1,42496,w1,1,,,,0,29
category_1,42496,w2,2,,,,0,9
category_1,42496,w3,3,,,,0,27
category_1,42496,w4,4,,,,0,32
category_1,42496,w1,5,,,,0,30
category_1,42496,w2,6,,,,0,37
category_1,42496,w3,7,,,,0,23
category_1,42496,w4,8,,,,0,15
category_1,42496,w1,9,,,,0,42
category_1,42496,w2,10,,,,0,36
category_1,42496,w3,11,,,,0,96
category_1,42496,w4,12,,,,0,32
category_1,42496,w1,13,,,,0,47
category_1,42496,w2,14,,,,0,38
category_1,42496,w3,15,,,,0,43
category_1,42496,w4,16,,,,0,32
category_1,42496,w1,17,,,,0,31
category_1,42496,w2,18,,,,0,62
category_1,42496,w3,19,,,,0,24
category_1,42496,w4,20,,,,0,36
category_2,43630,w1,1,,,,0,27
category_2,43630,w2,2,,,,0,19
category_2,43630,w3,3,,,,0,27
category_2,43630,w4,4,,,,0,20
category_2,43630,w1,5,,,,0,35
category_2,43630,w2,6,,,,0,25
category_2,43630,w3,7,,,,0,27
category_2,43630,w4,8,,,,0,27
category_2,43630,w1,9,,,,0,33
category_2,43630,w2,10,,,,0,42
category_2,43630,w3,11,,,,0,19
category_2,43630,w4,12,,,,0,23
category_2,43630,w1,13,,,,0,19
category_2,43630,w2,14,,,,0,22
category_2,43630,w3,15,,,,0,27
category_2,43630,w4,16,,,,0,33
category_2,43630,w1,17,,,,0,43
category_2,43630,w2,18,,,,0,43
category_2,43630,w3,19,,,,0,39
category_2,43630,w4,20,,,,0,33
category_1,43657,w1,1,,,,0,10
category_1,43657,w2,2,,,,0,7
category_1,43657,w3,3,,,,0,3
category_1,43657,w4,4,,,,0,4
category_1,43657,w1,5,,,,0,6
category_1,43657,w2,6,,,,0,15
category_1,43657,w3,7,,,,0,10
category_1,43657,w4,8,,,,0,6
category_1,43657,w1,9,,,,0,5
category_1,43657,w2,10,,,,0,10
category_1,43657,w3,11,,,,0,8
category_1,43657,w4,12,,,,0,10
category_1,43657,w1,13,,,,0,13
category_1,43657,w2,14,,,,0,6
category_1,43657,w3,15,,,,0,12
category_1,43657,w4,16,,,,0,7
category_1,43657,w1,17,,,,0,6
category_1,43657,w2,18,,,,0,12
category_1,43657,w3,19,,,,0,19
category_1,43657,w4,20,,,,0,17
category_1,43738,w1,1,,,,0,16
category_1,43738,w2,2,,,,0,14
category_1,43738,w3,3,,,,0,8
category_1,43738,w4,4,,,,0,7
category_1,43738,w1,5,,,,0,13
category_1,43738,w2,6,,,,0,5
category_1,43738,w3,7,,,,0,11
category_1,43738,w4,8,,,,0,22
category_1,43738,w1,9,,,,0,20
category_1,43738,w2,10,,,,0,20
category_1,43738,w3,11,,,,0,18
category_1,43738,w4,12,,,,0,34
category_1,43738,w1,13,,,,0,8
category_1,43738,w2,14,,,,0,7
category_1,43738,w3,15,,,,0,40
category_1,43738,w4,16,,,,0,32
category_1,43738,w1,17,,,,0,18
category_1,43738,w2,18,,,,0,17
category_1,43738,w3,19,,,,0,29
category_1,43738,w4,20,,,,0,19
category_1,48940,w1,1,,,,0,12
category_1,48940,w2,2,,,,0,12
category_1,48940,w3,3,,,,0,7
category_1,48940,w4,4,,,,0,10
category_1,48940,w1,5,,,,0,14
category_1,48940,w2,6,,,,0,9
category_1,48940,w3,7,,,,0,11
category_1,48940,w4,8,,,,0,29
category_1,48940,w1,9,,,,0,11
category_1,48940,w2,10,,,,0,6
category_1,48940,w3,11,,,,0,9
category_1,48940,w4,12,,,,0,23
category_1,48940,w1,13,,,,0,16
category_1,48940,w2,14,,,,0,17
category_1,48940,w3,15,,,,0,34
category_1,48940,w4,16,,,,0,5
category_1,48940,w1,17,,,,0,20
category_1,48940,w2,18,,,,0,26
category_1,48940,w3,19,,,,0,19
category_1,48940,w4,20,,,,0,23
category_2,50785,w1,1,,,,0,18
category_2,50785,w2,2,,,,0,11
category_2,50785,w3,3,,,,0,5
category_2,50785,w4,4,,,,0,16
category_2,50785,w1,5,,,,0,34
category_2,50785,w2,6,,,,0,16
category_2,50785,w3,7,,,,0,11
category_2,50785,w4,8,0.1,58.5,65.0,1,29
category_2,50785,w1,9,,,,0,14
category_2,50785,w2,10,,,,0,15
category_2,50785,w3,11,,,,0,12
category_2,50785,w4,12,,,,0,4
category_2,50785,w1,13,,,,0,5
category_2,50785,w2,14,,,,0,8
category_2,50785,w3,15,,,,0,18
category_2,50785,w4,16,,,,0,8
category_2,50785,w1,17,0.1,58.5,65.0,1,51
category_2,50785,w2,18,,,,0,14
category_2,50785,w3,19,,,,0,5
category_2,50785,w4,20,0.1,58.5,65.0,1,99
category_1,52099,w1,1,,,,0,10
category_1,52099,w2,2,,,,0,11
category_1,52099,w3,3,,,,0,4
category_1,52099,w4,4,,,,0,8
category_1,52099,w1,5,,,,0,10
category_1,52099,w2,6,,,,0,12
category_1,52099,w3,7,,,,0,22
category_1,52099,w4,8,,,,0,7
category_1,52099,w1,9,,,,0,12
category_1,52099,w2,10,,,,0,6
category_1,52099,w3,11,,,,0,0
category_1,52099,w4,12,,,,0,3
category_1,52099,w1,13,,,,0,4
category_1,52099,w2,14,,,,0,9
category_1,52099,w3,15,,,,0,3
category_1,52099,w4,16,,,,0,10
category_1,52099,w1,17,,,,0,3
category_1,52099,w2,18,,,,0,12
category_1,52099,w3,19,,,,0,4
category_1,52099,w4,20,,,,0,9
category_2,57058,w1,1,,,,0,12
category_2,57058,w2,2,,,,0,9
category_2,57058,w3,3,,,,0,5
category_2,57058,w4,4,,,,0,2
category_2,57058,w1,5,,,,0,3
category_2,57058,w2,6,,,,0,9
category_2,57058,w3,7,,,,0,5
category_2,57058,w4,8,,,,0,7
category_2,57058,w1,9,,,,0,4
category_2,57058,w2,10,,,,0,1
category_2,57058,w3,11,,,,0,13
category_2,57058,w4,12,,,,0,4
category_2,57058,w1,13,,,,0,11
category_2,57058,w2,14,,,,0,6
category_2,57058,w3,15,,,,0,6
category_2,57058,w4,16,,,,0,19
category_2,57058,w1,17,,,,0,6
category_2,57058,w2,18,,,,0,14
category_2,57058,w3,19,,,,0,4
category_2,57058,w4,20,,,,0,7
category_1,59047,w1,1,,,,0,4
category_1,59047,w2,2,,,,0,6
category_1,59047,w3,3,,,,0,3
category_1,59047,w4,4,,,,0,8
category_1,59047,w1,5,,,,0,24
category_1,59047,w2,6,,,,0,1
category_1,59047,w3,7,,,,0,7
category_1,59047,w4,8,,,,0,4
category_1,59047,w1,9,,,,0,4
category_1,59047,w2,10,,,,0,15
category_1,59047,w3,11,,,,0,8
category_1,59047,w4,12,,,,0,11
category_1,59047,w1,13,,,,0,3
category_1,59047,w2,14,,,,0,5
category_1,59047,w3,15,,,,0,21
category_1,59047,w4,16,,,,0,24
category_1,59047,w1,17,,,,0,10
category_1,59047,w2,18,,,,0,10
category_1,59047,w3,19,,,,0,7
category_1,59047,w4,20,,,,0,3
category_2,59749,w1,1,,,,0,47
category_2,59749,w2,2,,,,0,43
category_2,59749,w3,3,,,,0,38
category_2,59749,w4,4,,,,0,41
category_2,59749,w1,5,,,,0,33
category_2,59749,w2,6,,,,0,37
category_2,59749,w3,7,,,,0,35
category_2,59749,w4,8,,,,0,38
category_2,59749,w1,9,,,,0,37
category_2,59749,w2,10,0.1,180.0,200.0,1,76
category_2,59749,w3,11,,,,0,76
category_2,59749,w4,12,,,,0,95
category_2,59749,w1,13,,,,0,89
category_2,59749,w2,14,,,,0,66
category_2,59749,w3,15,,,,0,56
category_2,59749,w4,16,,,,0,34
category_2,59749,w1,17,,,,0,56
category_2,59749,w2,18,,,,0,37
category_2,59749,w3,19,,,,0,31
category_2,59749,w4,20,,,,0,33
category_2,64978,w1,1,,,,0,5
category_2,64978,w2,2,,,,0,7
category_2,64978,w3,3,,,,0,3
category_2,64978,w4,4,,,,0,2
category_2,64978,w1,5,,,,0,7
category_2,64978,w2,6,,,,0,3
category_2,64978,w3,7,,,,0,7
category_2,64978,w4,8,,,,0,3
category_2,64978,w1,9,0.1,225.0,250.0,1,16
category_2,64978,w2,10,,,,0,5
category_2,64978,w3,11,,,,0,6
category_2,64978,w4,12,,,,0,1
category_2,64978,w1,13,,,,0,4
category_2,64978,w2,14,,,,0,4
category_2,64978,w3,15,,,,0,3
category_2,64978,w4,16,,,,0,2
category_2,64978,w1,17,,,,0,3
category_2,64978,w2,18,,,,0,3
category_2,64978,w3,19,,,,0,5
